supplier_product_id,supplier_id,product_id,supplier_sku,is_preferred,min_order_qty,case_pack
109,3,109,DRY-0035-S03,true,12,12
110,3,110,DRY-0036-S03,true,6,6
111,3,111,DRY-0037-S03,true,24,24
112,3,112,DRY-0038-S03,true,6,6
113,3,113,DRY-0039-S03,true,1,1
114,3,114,DRY-0040-S03,true,6,6
115,3,115,DRY-0041-S03,true,1,1
116,3,116,DRY-0042-S03,true,24,24
117,3,117,DRY-0043-S03,true,12,12
118,3,118,DRY-0044-S03,true,6,6
119,3,119,DRY-0045-S03,true,12,12
120,3,120,DRY-0046-S03,true,12,12
121,3,121,DRY-0047-S03,true,12,12
122,3,122,DRY-0048-S03,true,6,6
123,2,123,MTF-0001-S02,true,6,6
124,2,124,MTF-0002-S02,true,12,12
125,2,125,MTF-0003-S02,true,6,6
126,2,126,MTF-0004-S02,true,12,12
127,2,127,MTF-0005-S02,true,12,12
128,2,128,MTF-0006-S02,true,24,24
129,2,129,MTF-0007-S02,true,24,24
130,2,130,MTF-0008-S02,true,1,1
131,2,131,MTF-0009-S02,true,6,6
132,2,132,MTF-0010-S02,true,6,6
133,2,133,MTF-0011-S02,true,24,24
134,2,134,MTF-0012-S02,true,24,24
135,2,135,MTF-0013-S02,true,6,6
136,2,136,MTF-0014-S02,true,12,12
137,2,137,MTF-0015-S02,true,12,12
138,2,138,MTF-0016-S02,true,12,12
139,2,139,MTF-0017-S02,true,6,6
140,2,140,MTF-0018-S02,true,6,6
141,2,141,MTF-0019-S02,true,12,12
142,2,142,MTF-0020-S02,true,24,24
143,2,143,MTF-0021-S02,true,1,1
144,2,144,MTF-0022-S02,true,12,12
145,2,145,MTF-0023-S02,true,24,24
146,2,146,MTF-0024-S02,true,12,12
147,2,147,MTF-0025-S02,true,6,6
148,2,148,MTF-0026-S02,true,24,24
149,2,149,MTF-0027-S02,true,12,12
150,2,150,MTF-0028-S02,true,12,12
151,2,151,MTF-0029-S02,true,1,1
152,2,152,MTF-0030-S02,true,6,6
153,2,153,MTF-0031-S02,true,6,6
154,2,154,MTF-0032-S02,true,1,1
155,2,155,MTF-0033-S02,true,12,12
156,2,156,MTF-0034-S02,true,6,6
157,2,157,MTF-0035-S02,true,6,6
158,2,158,MTF-0036-S02,true,24,24
159,2,159,MTF-0037-S02,true,6,6
160,2,160,MTF-0038-S02,true,6,6
161,2,161,MTF-0039-S02,true,12,12
162,2,162,MTF-0040-S02,true,6,6
163,2,163,MTF-0041-S02,true,6,6
164,2,164,MTF-0042-S02,true,1,1
165,2,165,MTF-0043-S02,true,12,12
166,2,166,MTF-0044-S02,true,12,12
167,2,167,MTF-0045-S02,true,6,6
168,2,168,MTF-0046-S02,true,1,1
169,2,169,MTF-0047-S02,true,6,6
170,2,170,MTF-0048-S02,true,1,1
171,4,171,FRZ-0001-S04,true,1,1
172,4,172,FRZ-0002-S04,true,1,1
173,4,173,FRZ-0003-S04,true,12,12
174,4,174,FRZ-0004-S04,true,12,12
175,4,175,FRZ-0005-S04,true,12,12
176,4,176,FRZ-0006-S04,true,12,12
177,4,177,FRZ-0007-S04,true,12,12
178,4,178,FRZ-0008-S04,true,24,24
179,4,179,FRZ-0009-S04,true,24,24
180,4,180,FRZ-0010-S04,true,12,12
181,4,181,FRZ-0011-S04,true,1,1
182,4,182,FRZ-0012-S04,true,6,6
183,4,183,FRZ-0013-S04,true,12,12
184,4,184,FRZ-0014-S04,true,12,12
185,4,185,FRZ-0015-S04,true,24,24
186,4,186,FRZ-0016-S04,true,12,12
187,4,187,FRZ-0017-S04,true,24,24
188,4,188,FRZ-0018-S04,true,12,12
189,4,189,FRZ-0019-S04,true,1,1
190,4,190,FRZ-0020-S04,true,6,6
191,4,191,FRZ-0021-S04,true,12,12
192,4,192,FRZ-0022-S04,true,12,12
193,4,193,FRZ-0023-S04,true,24,24
194,4,194,FRZ-0024-S04,true,6,6
195,4,195,FRZ-0025-S04,true,24,24
196,4,196,FRZ-0026-S04,true,24,24
197,4,197,FRZ-0027-S04,true,12,12
198,4,198,FRZ-0028-S04,true,6,6
199,4,199,FRZ-0029-S04,true,12,12
200,4,200,FRZ-0030-S04,true,24,24
201,4,201,FRZ-0031-S04,true,6,6
202,4,202,FRZ-0032-S04,true,6,6
203,4,203,FRZ-0033-S04,true,6,6
204,4,204,FRZ-0034-S04,true,12,12
205,4,205,FRZ-0035-S04,true,1,1
206,4,206,FRZ-0036-S04,true,24,24
207,4,207,FRZ-0037-S04,true,24,24
208,4,208,FRZ-0038-S04,true,24,24
209,4,209,FRZ-0039-S04,true,24,24
210,4,210,FRZ-0040-S04,true,12,12
211,4,211,FRZ-0041-S04,true,6,6
212,4,212,FRZ-0042-S04,true,24,24
213,4,213,FRZ-0043-S04,true,12,12
214,4,214,FRZ-0044-S04,true,12,12
215,4,215,FRZ-0045-S04,true,24,24
216,4,216,FRZ-0046-S04,true,1,1
217,4,217,FRZ-0047-S04,true,6,6
218,4,218,FRZ-0048-S04,true,6,6
219,5,219,CUP-0001-S05,true,24,24
220,5,220,CUP-0002-S05,true,1,1
221,5,221,CUP-0003-S05,true,24,24
222,5,222,CUP-0004-S05,true,24,24
223,5,223,CUP-0005-S05,true,6,6
224,5,224,CUP-0006-S05,true,6,6
225,5,225,CUP-0007-S05,true,24,24
226,5,226,CUP-0008-S05,true,24,24
227,5,227,CUP-0009-S05,true,6,6
228,5,228,CUP-0010-S05,true,1,1
229,5,229,CUP-0011-S05,true,1,1
230,5,230,CUP-0012-S05,true,6,6
231,5,231,CUP-0013-S05,true,6,6
232,5,232,CUP-0014-S05,true,1,1
233,5,233,CUP-0015-S05,true,12,12
234,5,234,CUP-0016-S05,true,12,12
235,5,235,CUP-0017-S05,true,6,6
236,5,236,CUP-0018-S05,true,12,12
237,5,237,CUP-0019-S05,true,6,6
238,5,238,CUP-0020-S05,true,6,6
239,5,239,CUP-0021-S05,true,24,24
240,5,240,CUP-0022-S05,true,24,24
241,5,241,CUP-0023-S05,true,6,6
242,5,242,CUP-0024-S05,true,6,6
243,5,243,CUP-0025-S05,true,6,6
244,5,244,CUP-0026-S05,true,6,6
245,5,245,CUP-0027-S05,true,6,6
246,5,246,CUP-0028-S05,true,6,6
247,5,247,CUP-0029-S05,true,1,1
248,5,248,CUP-0030-S05,true,12,12
249,5,249,CUP-0031-S05,true,1,1
250,5,250,CUP-0032-S05,true,6,6
251,5,251,CUP-0033-S05,true,1,1
252,5,252,CUP-0034-S05,true,6,6
253,5,253,CUP-0035-S05,true,24,24
254,5,254,CUP-0036-S05,true,12,12
255,5,255,CUP-0037-S05,true,1,1
256,5,256,CUP-0038-S05,true,24,24
257,5,257,CUP-0039-S05,true,24,24
258,5,258,CUP-0040-S05,true,12,12
259,5,259,CUP-0041-S05,true,12,12
260,5,260,CUP-0042-S05,true,6,6
261,5,261,CUP-0043-S05,true,12,12
262,5,262,CUP-0044-S05,true,1,1
263,5,263,CUP-0045-S05,true,6,6
264,5,264,CUP-0046-S05,true,12,12
265,5,265,CUP-0047-S05,true,6,6
266,5,266,CUP-0048-S05,true,6,6
267,5,267,SNK-0001-S05,true,1,1
268,5,268,SNK-0002-S05,true,24,24
269,5,269,SNK-0003-S05,true,6,6
270,5,270,SNK-0004-S05,true,6,6
271,5,271,SNK-0005-S05,true,6,6
272,5,272,SNK-0006-S05,true,1,1
273,5,273,SNK-0007-S05,true,1,1
274,5,274,SNK-0008-S05,true,12,12
275,5,275,SNK-0009-S05,true,6,6
276,5,276,SNK-0010-S05,true,6,6
277,5,277,SNK-0011-S05,true,6,6
278,5,278,SNK-0012-S05,true,24,24
279,5,279,SNK-0013-S05,true,6,6
280,5,280,SNK-0014-S05,true,24,24
281,5,281,SNK-0015-S05,true,12,12
282,5,282,SNK-0016-S05,true,12,12
283,5,283,SNK-0017-S05,true,6,6
284,5,284,SNK-0018-S05,true,12,12
285,5,285,SNK-0019-S05,true,6,6
286,5,286,SNK-0020-S05,true,12,12
287,5,287,SNK-0021-S05,true,1,1
288,5,288,SNK-0022-S05,true,12,12
289,5,289,SNK-0023-S05,true,12,12
290,5,290,SNK-0024-S05,true,12,12
291,5,291,SNK-0025-S05,true,6,6
292,5,292,SNK-0026-S05,true,24,24
293,5,293,SNK-0027-S05,true,6,6
294,5,294,SNK-0028-S05,true,12,12
295,5,295,SNK-0029-S05,true,6,6
296,5,296,SNK-0030-S05,true,6,6
297,5,297,SNK-0031-S05,true,6,6
298,5,298,SNK-0032-S05,true,1,1
299,5,299,SNK-0033-S05,true,12,12
300,5,300,SNK-0034-S05,true,6,6
301,5,301,SNK-0035-S05,true,12,12
302,5,302,SNK-0036-S05,true,12,12
303,5,303,SNK-0037-S05,true,24,24
304,5,304,SNK-0038-S05,true,6,6
305,5,305,SNK-0039-S05,true,12,12
306,5,306,SNK-0040-S05,true,12,12
307,5,307,SNK-0041-S05,true,24,24
308,5,308,SNK-0042-S05,true,12,12
309,5,309,SNK-0043-S05,true,6,6
310,5,310,SNK-0044-S05,true,6,6
311,5,311,SNK-0045-S05,true,12,12
312,5,312,SNK-0046-S05,true,6,6
313,5,313,SNK-0047-S05,true,6,6
314,5,314,SNK-0048-S05,true,1,1
315,6,315,SFT-0001-S06,true,12,12
316,6,316,SFT-0002-S06,true,24,24
317,6,317,SFT-0003-S06,true,24,24
318,6,318,SFT-0004-S06,true,12,12
319,6,319,SFT-0005-S06,true,6,6
320,6,320,SFT-0006-S06,true,12,12
321,6,321,SFT-0007-S06,true,12,12
322,6,322,SFT-0008-S06,true,1,1
323,6,323,SFT-0009-S06,true,12,12
324,6,324,SFT-0010-S06,true,24,24
325,6,325,SFT-0011-S06,true,6,6
326,6,326,SFT-0012-S06,true,24,24
327,6,327,SFT-0013-S06,true,12,12
328,6,328,SFT-0014-S06,true,12,12
329,6,329,SFT-0015-S06,true,12,12
330,6,330,SFT-0016-S06,true,12,12
331,6,331,SFT-0017-S06,true,1,1
332,6,332,SFT-0018-S06,true,6,6
333,6,333,SFT-0019-S06,true,6,6
334,6,334,SFT-0020-S06,true,24,24
335,6,335,SFT-0021-S06,true,12,12
336,6,336,SFT-0022-S06,true,6,6
337,6,337,SFT-0023-S06,true,1,1
338,6,338,SFT-0024-S06,true,12,12
339,6,339,SFT-0025-S06,true,6,6
340,6,340,SFT-0026-S06,true,12,12
341,6,341,HOT-0001-S06,true,6,6
342,6,342,HOT-0002-S06,true,6,6
343,6,343,HOT-0003-S06,true,12,12
344,6,344,HOT-0004-S06,true,6,6
345,6,345,HOT-0005-S06,true,12,12
346,6,346,HOT-0006-S06,true,1,1
347,6,347,HOT-0007-S06,true,24,24
348,6,348,HOT-0008-S06,true,6,6
349,6,349,HOT-0009-S06,true,24,24
350,6,350,HOT-0010-S06,true,6,6
351,6,351,HOT-0011-S06,true,12,12
352,6,352,HOT-0012-S06,true,6,6
353,6,353,HOT-0013-S06,true,12,12
354,6,354,HOT-0014-S06,true,6,6
355,6,355,HOT-0015-S06,true,6,6
356,6,356,HOT-0016-S06,true,6,6
357,6,357,HOT-0017-S06,true,6,6
358,6,358,HOT-0018-S06,true,24,24
359,6,359,HOT-0019-S06,true,1,1
360,6,360,HOT-0020-S06,true,1,1
361,6,361,HOT-0021-S06,true,1,1
362,6,362,HOT-0022-S06,true,6,6
363,6,363,HOT-0023-S06,true,12,12
364,6,364,HOT-0024-S06,true,6,6
365,6,365,HOT-0025-S06,true,12,12
366,6,366,HOT-0026-S06,true,24,24
367,7,367,BWS-0001-S07,true,6,6
368,7,368,BWS-0002-S07,true,1,1
369,7,369,BWS-0003-S07,true,6,6
370,7,370,BWS-0004-S07,true,6,6
371,7,371,BWS-0005-S07,true,1,1
372,7,372,BWS-0006-S07,true,12,12
373,7,373,BWS-0007-S07,true,1,1
374,7,374,BWS-0008-S07,true,1,1
375,7,375,BWS-0009-S07,true,24,24
376,7,376,BWS-0010-S07,true,12,12
377,7,377,BWS-0011-S07,true,24,24
378,7,378,BWS-0012-S07,true,12,12
379,7,379,BWS-0013-S07,true,6,6
380,7,380,BWS-0014-S07,true,12,12
381,7,381,BWS-0015-S07,true,24,24
382,7,382,BWS-0016-S07,true,12,12
383,7,383,BWS-0017-S07,true,1,1
384,7,384,BWS-0018-S07,true,12,12
385,7,385,BWS-0019-S07,true,1,1
386,7,386,BWS-0020-S07,true,12,12
387,7,387,BWS-0021-S07,true,6,6
388,7,388,BWS-0022-S07,true,12,12
389,7,389,BWS-0023-S07,true,12,12
390,7,390,BWS-0024-S07,true,12,12
391,7,391,BWS-0025-S07,true,12,12
392,7,392,BWS-0026-S07,true,12,12
393,8,393,CLN-0001-S08,true,6,6
394,8,394,CLN-0002-S08,true,1,1
395,8,395,CLN-0003-S08,true,1,1
396,8,396,CLN-0004-S08,true,12,12
397,8,397,CLN-0005-S08,true,6,6
398,8,398,CLN-0006-S08,true,24,24
399,8,399,CLN-0007-S08,true,12,12
400,8,400,CLN-0008-S08,true,12,12
401,8,401,CLN-0009-S08,true,6,6
402,8,402,CLN-0010-S08,true,24,24
403,8,403,CLN-0011-S08,true,6,6
404,8,404,CLN-0012-S08,true,6,6
405,8,405,CLN-0013-S08,true,12,12
406,8,406,CLN-0014-S08,true,24,24
407,8,407,CLN-0015-S08,true,12,12
408,8,408,CLN-0016-S08,true,1,1
409,8,409,CLN-0017-S08,true,24,24
410,8,410,CLN-0018-S08,true,12,12
411,8,411,CLN-0019-S08,true,6,6
412,8,412,CLN-0020-S08,true,6,6
413,8,413,CLN-0021-S08,true,6,6
414,8,414,CLN-0022-S08,true,12,12
415,8,415,CLN-0023-S08,true,12,12
416,8,416,CLN-0024-S08,true,24,24
417,8,417,CLN-0025-S08,true,6,6
418,8,418,CLN-0026-S08,true,6,6
419,8,419,LDY-0001-S08,true,1,1
420,8,420,LDY-0002-S08,true,12,12
421,8,421,LDY-0003-S08,true,6,6
422,8,422,LDY-0004-S08,true,24,24
423,8,423,LDY-0005-S08,true,6,6
424,8,424,LDY-0006-S08,true,12,12
425,8,425,LDY-0007-S08,true,1,1
426,8,426,LDY-0008-S08,true,6,6
427,8,427,LDY-0009-S08,true,6,6
428,8,428,LDY-0010-S08,true,12,12
429,8,429,LDY-0011-S08,true,1,1
430,8,430,LDY-0012-S08,true,12,12
431,8,431,LDY-0013-S08,true,1,1
432,8,432,LDY-0014-S08,true,24,24
433,8,433,LDY-0015-S08,true,6,6
434,8,434,LDY-0016-S08,true,24,24
435,8,435,LDY-0017-S08,true,1,1
436,8,436,LDY-0018-S08,true,24,24
437,8,437,LDY-0019-S08,true,6,6
438,8,438,LDY-0020-S08,true,24,24
439,8,439,LDY-0021-S08,true,12,12
440,8,440,LDY-0022-S08,true,6,6
441,8,441,LDY-0023-S08,true,12,12
442,8,442,LDY-0024-S08,true,12,12
443,8,443,LDY-0025-S08,true,6,6
444,8,444,LDY-0026-S08,true,1,1
445,9,445,PPR-0001-S09,true,1,1
446,9,446,PPR-0002-S09,true,12,12
447,9,447,PPR-0003-S09,true,6,6
448,9,448,PPR-0004-S09,true,12,12
449,9,449,PPR-0005-S09,true,12,12
450,9,450,PPR-0006-S09,true,12,12
451,9,451,PPR-0007-S09,true,12,12
452,9,452,PPR-0008-S09,true,24,24
453,9,453,PPR-0009-S09,true,24,24
454,9,454,PPR-0010-S09,true,6,6
455,9,455,PPR-0011-S09,true,1,1
456,9,456,PPR-0012-S09,true,1,1
457,9,457,PPR-0013-S09,true,12,12
458,9,458,PPR-0014-S09,true,1,1
459,9,459,PPR-0015-S09,true,12,12
460,9,460,PPR-0016-S09,true,1,1
461,9,461,PPR-0017-S09,true,12,12
462,9,462,PPR-0018-S09,true,6,6
463,9,463,PPR-0019-S09,true,12,12
464,9,464,PPR-0020-S09,true,6,6
465,9,465,PPR-0021-S09,true,1,1
466,9,466,PPR-0022-S09,true,1,1
467,9,467,PPR-0023-S09,true,24,24
468,9,468,PPR-0024-S09,true,12,12
469,9,469,PPR-0025-S09,true,12,12
470,9,470,PPR-0026-S09,true,1,1
471,10,471,HLW-0001-S10,true,6,6
472,10,472,HLW-0002-S10,true,24,24
473,10,473,HLW-0003-S10,true,1,1
474,10,474,HLW-0004-S10,true,24,24
475,10,475,HLW-0005-S10,true,24,24
476,10,476,HLW-0006-S10,true,6,6
477,10,477,HLW-0007-S10,true,6,6
478,10,478,HLW-0008-S10,true,1,1
479,10,479,HLW-0009-S10,true,1,1
480,10,480,HLW-0010-S10,true,12,12
481,10,481,HLW-0011-S10,true,12,12
482,10,482,HLW-0012-S10,true,1,1
483,10,483,HLW-0013-S10,true,6,6
484,10,484,HLW-0014-S10,true,12,12
485,10,485,HLW-0015-S10,true,12,12
486,10,486,HLW-0016-S10,true,6,6
487,10,487,HLW-0017-S10,true,12,12
488,10,488,HLW-0018-S10,true,6,6
489,10,489,HLW-0019-S10,true,6,6
490,10,490,HLW-0020-S10,true,6,6
491,10,491,HLW-0021-S10,true,24,24
492,10,492,HLW-0022-S10,true,6,6
493,10,493,HLW-0023-S10,true,6,6
494,10,494,HLW-0024-S10,true,1,1
495,10,495,HLW-0025-S10,true,6,6
496,10,496,HLW-0026-S10,true,6,6
497,10,497,PSC-0001-S10,true,1,1
498,10,498,PSC-0002-S10,true,12,12
499,10,499,PSC-0003-S10,true,6,6
500,10,500,PSC-0004-S10,true,1,1
501,10,501,PSC-0005-S10,true,24,24
502,10,502,PSC-0006-S10,true,6,6
503,10,503,PSC-0007-S10,true,6,6
504,10,504,PSC-0008-S10,true,1,1
505,10,505,PSC-0009-S10,true,24,24
506,10,506,PSC-0010-S10,true,6,6
507,10,507,PSC-0011-S10,true,6,6
508,10,508,PSC-0012-S10,true,12,12
509,10,509,PSC-0013-S10,true,12,12
510,10,510,PSC-0014-S10,true,12,12
511,10,511,PSC-0015-S10,true,12,12
512,10,512,PSC-0016-S10,true,12,12
513,10,513,PSC-0017-S10,true,6,6
514,10,514,PSC-0018-S10,true,24,24
515,10,515,PSC-0019-S10,true,1,1
516,10,516,PSC-0020-S10,true,6,6
517,10,517,PSC-0021-S10,true,1,1
518,10,518,PSC-0022-S10,true,12,12
519,10,519,PSC-0023-S10,true,24,24
520,10,520,PSC-0024-S10,true,12,12
521,10,521,PSC-0025-S10,true,12,12
522,10,522,PSC-0026-S10,true,6,6
523,11,523,BBY-0001-S11,true,12,12
524,11,524,BBY-0002-S11,true,1,1
525,11,525,BBY-0003-S11,true,1,1
526,11,526,BBY-0004-S11,true,6,6
527,11,527,BBY-0005-S11,true,6,6
528,11,528,BBY-0006-S11,true,12,12
529,11,529,BBY-0007-S11,true,12,12
530,11,530,BBY-0008-S11,true,6,6
531,11,531,BBY-0009-S11,true,6,6
532,11,532,BBY-0010-S11,true,12,12
533,11,533,BBY-0011-S11,true,6,6
534,11,534,BBY-0012-S11,true,12,12
535,11,535,BBY-0013-S11,true,12,12
536,11,536,BBY-0014-S11,true,6,6
537,11,537,BBY-0015-S11,true,6,6
538,11,538,BBY-0016-S11,true,24,24
539,11,539,BBY-0017-S11,true,6,6
540,11,540,BBY-0018-S11,true,12,12
541,11,541,BBY-0019-S11,true,24,24
542,11,542,BBY-0020-S11,true,24,24
543,11,543,BBY-0021-S11,true,6,6
544,11,544,BBY-0022-S11,true,24,24
545,11,545,BBY-0023-S11,true,1,1
546,11,546,BBY-0024-S11,true,6,6
547,11,547,BBY-0025-S11,true,6,6
548,11,548,BBY-0026-S11,true,1,1
549,11,549,PET-0001-S11,true,6,6
550,11,550,PET-0002-S11,true,12,12
551,11,551,PET-0003-S11,true,1,1
552,11,552,PET-0004-S11,true,12,12
553,11,553,PET-0005-S11,true,6,6
554,11,554,PET-0006-S11,true,1,1
555,11,555,PET-0007-S11,true,6,6
556,11,556,PET-0008-S11,true,12,12
557,11,557,PET-0009-S11,true,6,6
558,11,558,PET-0010-S11,true,6,6
559,11,559,PET-0011-S11,true,6,6
560,11,560,PET-0012-S11,true,12,12
561,11,561,PET-0013-S11,true,1,1
562,11,562,PET-0014-S11,true,12,12
563,11,563,PET-0015-S11,true,12,12
564,11,564,PET-0016-S11,true,12,12
565,11,565,PET-0017-S11,true,6,6
566,11,566,PET-0018-S11,true,6,6
567,11,567,PET-0019-S11,true,1,1
568,11,568,PET-0020-S11,true,1,1
569,11,569,PET-0021-S11,true,1,1
570,11,570,PET-0022-S11,true,24,24
571,11,571,PET-0023-S11,true,1,1
572,11,572,PET-0024-S11,true,6,6
573,11,573,PET-0025-S11,true,24,24
574,11,574,PET-0026-S11,true,6,6
575,12,575,SEA-0001-S12,true,1,1
576,12,576,SEA-0002-S12,true,12,12
577,12,577,SEA-0003-S12,true,6,6
578,12,578,SEA-0004-S12,true,24,24
579,12,579,SEA-0005-S12,true,6,6
580,12,580,SEA-0006-S12,true,12,12
581,12,581,SEA-0007-S12,true,6,6
582,12,582,SEA-0008-S12,true,6,6
583,12,583,SEA-0009-S12,true,6,6
584,12,584,SEA-0010-S12,true,6,6
585,12,585,SEA-0011-S12,true,6,6
586,12,586,SEA-0012-S12,true,6,6
587,12,587,SEA-0013-S12,true,1,1
588,12,588,SEA-0014-S12,true,6,6
589,12,589,SEA-0015-S12,true,1,1
590,12,590,SEA-0016-S12,true,6,6
591,12,591,SEA-0017-S12,true,12,12
592,12,592,SEA-0018-S12,true,24,24
593,12,593,SEA-0019-S12,true,6,6
594,12,594,SEA-0020-S12,true,6,6
595,12,595,SEA-0021-S12,true,24,24
596,12,596,SEA-0022-S12,true,6,6
597,12,597,SEA-0023-S12,true,12,12
598,12,598,SEA-0024-S12,true,12,12
599,12,599,SEA-0025-S12,true,6,6
600,12,600,SEA-0026-S12,true,6,6
