sale_id,store_id,sold_at,business_date,sale_type,tender_type,subtotal,discount_total,tax_total,total
47,1,2026-01-02T10:39:50+05:30,2026-01-02,sale,mobile,20.00,0.00,0.00,20.00
48,1,2026-01-02T20:51:01+05:30,2026-01-02,sale,mobile,149.00,0.00,5.50,154.50
49,1,2026-01-02T18:37:56+05:30,2026-01-02,sale,cash,525.00,0.00,25.00,550.00
50,1,2026-01-02T12:00:51+05:30,2026-01-02,sale,mobile,129.00,0.00,14.12,143.12
51,1,2026-01-02T14:56:44+05:30,2026-01-02,sale,cash,529.00,0.00,47.90,576.90
52,1,2026-01-02T21:26:06+05:30,2026-01-02,sale,mobile,704.00,0.00,48.07,752.07
53,1,2026-01-02T20:18:58+05:30,2026-01-02,sale,mobile,173.00,0.00,5.20,178.20
54,1,2026-01-02T18:25:56+05:30,2026-01-02,sale,mobile,504.00,0.00,70.40,574.40
55,1,2026-01-02T11:38:12+05:30,2026-01-02,sale,mobile,2133.00,0.00,158.30,2291.30
56,1,2026-01-02T20:26:08+05:30,2026-01-02,sale,mobile,318.00,0.00,15.90,333.90
57,1,2026-01-02T18:25:14+05:30,2026-01-02,sale,mobile,289.00,0.00,12.45,301.45
58,1,2026-01-02T18:38:17+05:30,2026-01-02,sale,mobile,488.00,0.00,48.20,536.20
59,1,2026-01-02T14:03:35+05:30,2026-01-02,sale,cash,669.00,0.00,34.55,703.55
60,1,2026-01-02T11:05:26+05:30,2026-01-02,sale,cash,1329.00,0.00,63.95,1392.95
61,1,2026-01-02T13:02:10+05:30,2026-01-02,sale,card,240.00,0.00,12.00,252.00
62,1,2026-01-02T19:14:59+05:30,2026-01-02,sale,mobile,675.00,0.00,55.85,730.85
63,1,2026-01-02T12:24:42+05:30,2026-01-02,sale,mobile,1914.00,0.00,100.75,2014.75
64,1,2026-01-02T14:21:25+05:30,2026-01-02,sale,voucher,787.00,0.00,147.99,934.99
65,1,2026-01-02T15:37:22+05:30,2026-01-02,sale,mobile,930.00,0.00,43.50,973.50
66,1,2026-01-02T19:59:26+05:30,2026-01-02,sale,mobile,868.00,0.00,63.94,931.94
67,1,2026-01-02T14:18:06+05:30,2026-01-02,sale,mobile,123.00,0.00,7.02,130.02
68,1,2026-01-02T13:55:47+05:30,2026-01-02,sale,mobile,723.00,0.00,36.15,759.15
69,1,2026-01-02T10:45:32+05:30,2026-01-02,sale,mobile,270.00,0.00,13.50,283.50
70,1,2026-01-02T20:46:31+05:30,2026-01-02,sale,mobile,100.00,0.00,5.00,105.00
71,1,2026-01-02T14:25:49+05:30,2026-01-02,sale,mobile,739.00,0.00,64.60,803.60
72,1,2026-01-02T20:05:22+05:30,2026-01-02,sale,cash,2107.00,0.00,130.99,2237.99
73,1,2026-01-02T12:08:53+05:30,2026-01-02,sale,card,130.00,0.00,24.00,154.00
74,1,2026-01-02T11:11:37+05:30,2026-01-02,sale,cash,90.00,0.00,4.50,94.50
75,1,2026-01-02T18:01:18+05:30,2026-01-02,sale,cash,189.00,0.00,9.45,198.45
76,1,2026-01-02T17:36:16+05:30,2026-01-02,sale,mobile,254.00,0.00,12.70,266.70
77,1,2026-01-02T16:42:40+05:30,2026-01-02,sale,mobile,1325.00,0.00,149.00,1474.00
78,1,2026-01-02T16:30:25+05:30,2026-01-02,sale,mobile,1606.00,0.00,91.65,1697.65
79,1,2026-01-02T20:14:37+05:30,2026-01-02,sale,mobile,868.00,0.00,43.40,911.40
80,1,2026-01-02T08:31:52+05:30,2026-01-02,sale,mobile,599.00,0.00,50.60,649.60
81,1,2026-01-02T20:20:57+05:30,2026-01-02,sale,mobile,1038.00,0.00,51.90,1089.90
82,1,2026-01-02T13:37:04+05:30,2026-01-02,sale,cash,349.00,0.00,14.00,363.00
83,1,2026-01-02T14:29:55+05:30,2026-01-02,sale,cash,1305.00,0.00,159.70,1464.70
84,1,2026-01-02T20:26:23+05:30,2026-01-02,sale,cash,1308.00,0.00,65.40,1373.40
85,1,2026-01-02T10:38:31+05:30,2026-01-02,sale,card,400.00,0.00,20.00,420.00
86,1,2026-01-02T19:15:52+05:30,2026-01-02,sale,cash,800.00,0.00,54.10,854.10
87,1,2026-01-02T18:44:46+05:30,2026-01-02,sale,cash,1019.00,0.00,89.17,1108.17
88,1,2026-01-02T17:34:10+05:30,2026-01-02,sale,mobile,375.00,0.00,18.75,393.75
89,1,2026-01-02T10:58:18+05:30,2026-01-02,sale,cash,520.00,0.00,24.00,544.00
90,1,2026-01-02T10:48:27+05:30,2026-01-02,sale,mobile,549.00,0.00,27.45,576.45
91,1,2026-01-02T18:33:26+05:30,2026-01-02,sale,mobile,1007.00,0.00,78.95,1085.95
92,1,2026-01-02T15:11:42+05:30,2026-01-02,sale,cash,505.00,0.00,40.20,545.20
93,1,2026-01-02T12:57:00+05:30,2026-01-02,sale,card,90.00,0.00,36.00,126.00
94,1,2026-01-02T12:02:46+05:30,2026-01-02,sale,mobile,889.00,0.00,97.62,986.62
95,1,2026-01-02T09:51:52+05:30,2026-01-02,sale,mobile,120.00,0.00,21.60,141.60
96,1,2026-01-02T18:57:21+05:30,2026-01-02,sale,cash,1119.00,0.00,54.20,1173.20
97,1,2026-01-02T18:28:44+05:30,2026-01-02,return,mobile,-110.00,0.00,-5.50,-115.50
98,1,2026-01-02T17:58:59+05:30,2026-01-02,return,mobile,-70.00,0.00,-3.50,-73.50
99,1,2026-01-03T20:05:01+05:30,2026-01-03,sale,cash,289.00,0.00,14.45,303.45
100,1,2026-01-03T19:13:33+05:30,2026-01-03,sale,card,2225.00,0.00,108.25,2333.25
101,1,2026-01-03T15:31:59+05:30,2026-01-03,sale,mobile,639.00,0.00,31.95,670.95
102,1,2026-01-03T19:43:58+05:30,2026-01-03,sale,cash,874.00,0.00,91.75,965.75
103,1,2026-01-03T14:18:18+05:30,2026-01-03,sale,cash,795.00,0.00,39.75,834.75
104,1,2026-01-03T18:44:57+05:30,2026-01-03,sale,cash,180.00,0.00,9.00,189.00
105,1,2026-01-03T17:01:23+05:30,2026-01-03,sale,cash,1215.00,0.00,57.30,1272.30
106,1,2026-01-03T17:38:26+05:30,2026-01-03,sale,card,1223.00,0.00,107.69,1330.69
107,1,2026-01-03T19:39:41+05:30,2026-01-03,sale,cash,234.00,0.00,33.15,267.15
108,1,2026-01-03T15:29:12+05:30,2026-01-03,sale,mobile,199.00,0.00,21.65,220.65
109,1,2026-01-03T11:31:12+05:30,2026-01-03,sale,mobile,39.00,0.00,0.00,39.00
110,1,2026-01-03T18:57:30+05:30,2026-01-03,sale,cash,639.00,0.00,61.72,700.72
111,1,2026-01-03T13:20:48+05:30,2026-01-03,sale,mobile,50.00,0.00,2.50,52.50
112,1,2026-01-03T11:06:03+05:30,2026-01-03,sale,mobile,450.00,0.00,22.50,472.50
113,1,2026-01-03T18:00:56+05:30,2026-01-03,sale,mobile,1074.00,0.00,81.25,1155.25
114,1,2026-01-03T19:25:31+05:30,2026-01-03,sale,card,2183.00,0.00,118.25,2301.25
115,1,2026-01-03T21:01:22+05:30,2026-01-03,sale,cash,165.00,0.00,8.25,173.25
116,1,2026-01-03T08:42:54+05:30,2026-01-03,sale,card,365.00,0.00,32.55,397.55
117,1,2026-01-03T20:27:18+05:30,2026-01-03,sale,card,1009.00,0.00,69.35,1078.35
118,1,2026-01-03T18:22:56+05:30,2026-01-03,sale,mobile,1579.00,0.00,85.25,1664.25
119,1,2026-01-03T21:26:40+05:30,2026-01-03,sale,cash,1046.00,0.00,43.90,1089.90
120,1,2026-01-03T19:17:51+05:30,2026-01-03,sale,card,180.00,0.00,32.40,212.40
121,1,2026-01-03T18:22:56+05:30,2026-01-03,sale,mobile,767.00,0.00,65.65,832.65
122,1,2026-01-03T18:17:18+05:30,2026-01-03,sale,cash,953.00,0.00,40.70,993.70
123,1,2026-01-03T09:49:51+05:30,2026-01-03,sale,cash,50.00,0.00,2.50,52.50
124,1,2026-01-03T16:44:59+05:30,2026-01-03,sale,card,220.00,0.00,24.00,244.00
125,1,2026-01-03T15:44:30+05:30,2026-01-03,sale,mobile,873.00,0.00,43.65,916.65
126,1,2026-01-03T17:31:32+05:30,2026-01-03,sale,card,130.00,0.00,6.50,136.50
127,1,2026-01-03T18:03:43+05:30,2026-01-03,sale,card,590.00,0.00,29.50,619.50
128,1,2026-01-03T19:33:10+05:30,2026-01-03,sale,card,805.00,0.00,53.90,858.90
129,1,2026-01-03T13:05:24+05:30,2026-01-03,sale,cash,1050.00,0.00,59.30,1109.30
130,1,2026-01-03T08:54:38+05:30,2026-01-03,sale,card,1208.00,0.00,155.04,1363.04
131,1,2026-01-03T12:48:31+05:30,2026-01-03,sale,mobile,1834.00,0.00,141.65,1975.65
132,1,2026-01-03T20:55:27+05:30,2026-01-03,sale,mobile,2353.00,0.00,125.45,2478.45
133,1,2026-01-03T14:27:54+05:30,2026-01-03,sale,mobile,692.00,0.00,33.35,725.35
134,1,2026-01-03T09:02:20+05:30,2026-01-03,sale,card,1992.00,0.00,118.97,2110.97
135,1,2026-01-03T15:58:46+05:30,2026-01-03,sale,mobile,1123.00,0.00,56.15,1179.15
136,1,2026-01-03T17:41:35+05:30,2026-01-03,sale,mobile,977.00,0.00,60.15,1037.15
137,1,2026-01-03T17:16:18+05:30,2026-01-03,sale,cash,1405.00,0.00,175.22,1580.22
138,1,2026-01-03T20:35:20+05:30,2026-01-03,sale,cash,879.00,0.00,80.35,959.35
139,1,2026-01-03T11:54:46+05:30,2026-01-03,sale,cash,245.00,0.00,12.25,257.25
140,1,2026-01-03T19:09:33+05:30,2026-01-03,sale,mobile,2253.00,0.00,112.65,2365.65
141,1,2026-01-03T18:59:06+05:30,2026-01-03,sale,mobile,120.00,0.00,21.60,141.60
142,1,2026-01-03T15:40:04+05:30,2026-01-03,sale,card,70.00,0.00,3.50,73.50
143,1,2026-01-03T08:11:24+05:30,2026-01-03,sale,card,60.00,0.00,3.00,63.00
144,1,2026-01-03T13:43:42+05:30,2026-01-03,sale,cash,1074.00,0.00,198.32,1272.32
145,1,2026-01-03T16:35:35+05:30,2026-01-03,sale,card,798.00,0.00,93.59,891.59
146,1,2026-01-03T08:43:06+05:30,2026-01-03,sale,mobile,818.00,0.00,56.07,874.07
147,1,2026-01-03T11:11:44+05:30,2026-01-03,sale,card,499.00,0.00,24.95,523.95
148,1,2026-01-03T17:16:30+05:30,2026-01-03,sale,mobile,210.00,0.00,37.80,247.80
149,1,2026-01-03T12:28:11+05:30,2026-01-03,sale,mobile,680.00,0.00,34.00,714.00
150,1,2026-01-03T14:02:18+05:30,2026-01-03,sale,mobile,1004.00,0.00,107.40,1111.40
151,1,2026-01-03T09:08:34+05:30,2026-01-03,sale,mobile,855.00,0.00,42.75,897.75
152,1,2026-01-03T18:46:21+05:30,2026-01-03,sale,cash,358.00,0.00,17.90,375.90
153,1,2026-01-03T20:05:10+05:30,2026-01-03,sale,mobile,558.00,0.00,27.90,585.90
154,1,2026-01-03T21:50:44+05:30,2026-01-03,sale,mobile,512.00,0.00,23.65,535.65
155,1,2026-01-03T21:58:04+05:30,2026-01-03,sale,mobile,644.00,0.00,56.77,700.77
156,1,2026-01-03T17:33:29+05:30,2026-01-03,sale,mobile,25.00,0.00,0.00,25.00
157,1,2026-01-03T19:14:30+05:30,2026-01-03,sale,mobile,2133.00,0.00,106.65,2239.65
158,1,2026-01-03T18:06:23+05:30,2026-01-03,sale,mobile,913.00,0.00,45.65,958.65
159,1,2026-01-03T18:34:32+05:30,2026-01-03,sale,mobile,953.00,0.00,60.52,1013.52
160,1,2026-01-03T12:31:39+05:30,2026-01-03,sale,mobile,80.00,0.00,4.00,84.00
161,1,2026-01-03T14:22:48+05:30,2026-01-03,sale,cash,270.00,0.00,48.60,318.60
162,1,2026-01-03T19:51:23+05:30,2026-01-03,sale,cash,440.00,0.00,29.80,469.80
163,1,2026-01-03T19:06:12+05:30,2026-01-03,sale,cash,409.00,0.00,20.45,429.45
164,1,2026-01-03T20:25:09+05:30,2026-01-03,sale,mobile,59.00,0.00,23.60,82.60
165,1,2026-01-03T11:36:21+05:30,2026-01-03,sale,card,727.00,0.00,48.65,775.65
166,1,2026-01-03T16:34:22+05:30,2026-01-03,sale,cash,100.00,0.00,18.00,118.00
167,1,2026-01-03T12:23:48+05:30,2026-01-03,sale,mobile,668.00,0.00,68.85,736.85
168,1,2026-01-03T10:01:20+05:30,2026-01-03,sale,mobile,699.00,0.00,34.95,733.95
169,1,2026-01-03T14:32:20+05:30,2026-01-03,sale,cash,610.00,0.00,30.50,640.50
170,1,2026-01-03T18:30:21+05:30,2026-01-03,sale,voucher,374.00,0.00,34.17,408.17
171,1,2026-01-03T20:48:29+05:30,2026-01-03,sale,mobile,573.00,0.00,27.40,600.40
172,1,2026-01-03T15:29:54+05:30,2026-01-03,sale,mobile,655.00,0.00,74.75,729.75
173,1,2026-01-03T17:23:42+05:30,2026-01-03,sale,mobile,1400.00,0.00,70.00,1470.00
174,1,2026-01-03T12:59:32+05:30,2026-01-03,sale,mobile,335.00,0.00,27.80,362.80
175,1,2026-01-03T19:46:16+05:30,2026-01-03,sale,mobile,987.00,0.00,59.62,1046.62
176,1,2026-01-03T18:28:19+05:30,2026-01-03,sale,cash,359.00,0.00,59.42,418.42
177,1,2026-01-03T11:41:27+05:30,2026-01-03,sale,mobile,625.00,0.00,31.25,656.25
178,1,2026-01-03T20:46:04+05:30,2026-01-03,sale,card,589.00,0.00,48.90,637.90
179,1,2026-01-03T17:54:38+05:30,2026-01-03,sale,cash,110.00,0.00,5.50,115.50
180,1,2026-01-03T18:25:33+05:30,2026-01-03,sale,mobile,219.00,0.00,10.95,229.95
181,1,2026-01-03T16:18:20+05:30,2026-01-03,sale,mobile,1259.00,0.00,62.95,1321.95
182,1,2026-01-03T18:22:06+05:30,2026-01-03,sale,cash,330.00,0.00,25.60,355.60
183,1,2026-01-03T19:02:48+05:30,2026-01-03,sale,mobile,555.00,0.00,41.40,596.40
184,1,2026-01-03T17:47:19+05:30,2026-01-03,sale,mobile,170.00,0.00,12.60,182.60
185,1,2026-01-03T12:39:57+05:30,2026-01-03,sale,card,1290.00,0.00,106.95,1396.95
186,1,2026-01-03T09:32:39+05:30,2026-01-03,sale,card,389.00,0.00,17.70,406.70
187,1,2026-01-03T20:02:23+05:30,2026-01-03,sale,mobile,98.00,0.00,4.90,102.90
188,1,2026-01-03T19:29:31+05:30,2026-01-03,sale,mobile,530.00,0.00,46.00,576.00
189,1,2026-01-03T10:57:46+05:30,2026-01-03,sale,cash,510.00,0.00,40.45,550.45
190,1,2026-01-03T18:31:44+05:30,2026-01-03,sale,cash,1303.00,0.00,65.15,1368.15
191,1,2026-01-03T18:01:26+05:30,2026-01-03,sale,mobile,384.00,0.00,19.20,403.20
192,1,2026-01-03T19:14:53+05:30,2026-01-03,sale,cash,565.00,0.00,43.85,608.85
193,1,2026-01-03T12:33:47+05:30,2026-01-03,sale,cash,957.00,0.00,60.72,1017.72
194,1,2026-01-03T14:29:43+05:30,2026-01-03,sale,mobile,1248.00,0.00,59.45,1307.45
195,1,2026-01-03T10:17:46+05:30,2026-01-03,sale,mobile,805.00,0.00,56.50,861.50
196,1,2026-01-03T14:55:35+05:30,2026-01-03,sale,card,1715.00,0.00,120.85,1835.85
197,1,2026-01-03T12:09:02+05:30,2026-01-03,sale,mobile,417.00,0.00,20.85,437.85
198,1,2026-01-03T15:25:10+05:30,2026-01-03,sale,mobile,170.00,0.00,8.50,178.50
199,1,2026-01-03T18:24:10+05:30,2026-01-03,sale,cash,982.00,0.00,92.50,1074.50
200,1,2026-01-03T11:53:15+05:30,2026-01-03,sale,mobile,385.00,0.00,19.25,404.25
201,1,2026-01-03T08:36:12+05:30,2026-01-03,sale,mobile,168.00,0.00,8.40,176.40
202,1,2026-01-03T19:59:59+05:30,2026-01-03,sale,cash,484.00,0.00,24.20,508.20
203,1,2026-01-03T16:59:08+05:30,2026-01-03,sale,card,969.00,0.00,48.45,1017.45
204,1,2026-01-03T08:38:23+05:30,2026-01-03,sale,card,663.00,0.00,42.20,705.20
205,1,2026-01-03T17:40:09+05:30,2026-01-03,sale,card,2077.00,0.00,118.80,2195.80
206,1,2026-01-03T16:55:52+05:30,2026-01-03,sale,mobile,518.00,0.00,25.90,543.90
207,1,2026-01-03T19:47:44+05:30,2026-01-03,sale,mobile,520.00,0.00,26.00,546.00
208,1,2026-01-03T08:00:01+05:30,2026-01-03,sale,mobile,175.00,0.00,8.75,183.75
209,1,2026-01-03T20:32:12+05:30,2026-01-03,sale,voucher,484.00,0.00,67.10,551.10
210,1,2026-01-03T08:33:47+05:30,2026-01-03,sale,mobile,273.00,0.00,13.65,286.65
211,1,2026-01-03T19:15:52+05:30,2026-01-03,sale,mobile,65.00,0.00,3.25,68.25
212,1,2026-01-03T14:48:58+05:30,2026-01-03,return,card,-445.00,0.00,-22.25,-467.25
213,1,2026-01-03T11:36:59+05:30,2026-01-03,return,mobile,-40.00,0.00,-2.00,-42.00
214,1,2026-01-04T14:08:39+05:30,2026-01-04,sale,cash,1563.00,0.00,91.80,1654.80
215,1,2026-01-04T12:10:09+05:30,2026-01-04,sale,mobile,49.00,0.00,2.45,51.45
216,1,2026-01-04T19:41:20+05:30,2026-01-04,sale,card,884.00,0.00,53.30,937.30
217,1,2026-01-04T10:19:52+05:30,2026-01-04,sale,card,60.00,0.00,3.00,63.00
218,1,2026-01-04T11:38:01+05:30,2026-01-04,sale,mobile,1797.00,0.00,89.85,1886.85
219,1,2026-01-04T17:03:35+05:30,2026-01-04,sale,card,343.00,0.00,60.85,403.85
220,1,2026-01-04T19:43:39+05:30,2026-01-04,sale,card,554.00,0.00,27.70,581.70
221,1,2026-01-04T21:01:54+05:30,2026-01-04,sale,cash,655.00,0.00,32.75,687.75
222,1,2026-01-04T11:12:31+05:30,2026-01-04,sale,card,349.00,0.00,17.45,366.45
223,1,2026-01-04T19:17:38+05:30,2026-01-04,sale,mobile,185.00,0.00,9.25,194.25
224,1,2026-01-04T12:14:54+05:30,2026-01-04,sale,mobile,1758.00,0.00,81.90,1839.90
225,1,2026-01-04T14:31:39+05:30,2026-01-04,sale,card,1608.00,0.00,115.37,1723.37
226,1,2026-01-04T17:24:39+05:30,2026-01-04,sale,card,652.00,0.00,44.95,696.95
227,1,2026-01-04T16:29:54+05:30,2026-01-04,sale,mobile,1507.00,0.00,102.50,1609.50
228,1,2026-01-04T09:10:50+05:30,2026-01-04,sale,mobile,799.00,0.00,82.85,881.85
229,1,2026-01-04T10:45:40+05:30,2026-01-04,sale,mobile,730.00,0.00,36.50,766.50
230,1,2026-01-04T17:53:48+05:30,2026-01-04,sale,mobile,2589.00,0.00,125.45,2714.45
231,1,2026-01-04T11:48:39+05:30,2026-01-04,sale,mobile,260.00,0.00,13.00,273.00
232,1,2026-01-04T15:53:21+05:30,2026-01-04,sale,cash,1003.00,0.00,83.25,1086.25
233,1,2026-01-04T17:19:55+05:30,2026-01-04,sale,mobile,60.00,0.00,10.80,70.80
234,1,2026-01-04T13:00:02+05:30,2026-01-04,sale,card,453.00,0.00,30.45,483.45
235,1,2026-01-04T18:26:07+05:30,2026-01-04,sale,mobile,1028.00,0.00,63.20,1091.20
236,1,2026-01-04T18:05:12+05:30,2026-01-04,sale,mobile,603.00,0.00,26.40,629.40
237,1,2026-01-04T16:18:57+05:30,2026-01-04,sale,cash,70.00,0.00,6.75,76.75
238,1,2026-01-04T18:10:19+05:30,2026-01-04,sale,mobile,519.00,0.00,25.95,544.95
239,1,2026-01-04T20:55:46+05:30,2026-01-04,sale,cash,1312.00,0.00,64.10,1376.10
240,1,2026-01-04T13:38:08+05:30,2026-01-04,sale,mobile,744.00,0.00,91.80,835.80
241,1,2026-01-04T20:49:17+05:30,2026-01-04,sale,mobile,873.00,0.00,43.65,916.65
242,1,2026-01-04T11:45:23+05:30,2026-01-04,sale,mobile,1335.00,0.00,66.75,1401.75
243,1,2026-01-04T19:48:08+05:30,2026-01-04,sale,mobile,472.00,0.00,15.90,487.90
244,1,2026-01-04T15:54:09+05:30,2026-01-04,sale,mobile,694.00,0.00,66.42,760.42
245,1,2026-01-04T14:22:14+05:30,2026-01-04,sale,mobile,118.00,0.00,23.05,141.05
246,1,2026-01-04T17:46:37+05:30,2026-01-04,sale,mobile,450.00,0.00,22.50,472.50
247,1,2026-01-04T21:42:27+05:30,2026-01-04,sale,mobile,1102.00,0.00,59.50,1161.50
248,1,2026-01-04T18:11:27+05:30,2026-01-04,sale,cash,1557.00,0.00,99.60,1656.60
249,1,2026-01-04T11:17:09+05:30,2026-01-04,sale,mobile,45.00,0.00,8.10,53.10
250,1,2026-01-04T17:09:48+05:30,2026-01-04,sale,mobile,49.00,0.00,2.45,51.45
251,1,2026-01-04T16:24:53+05:30,2026-01-04,sale,mobile,70.00,0.00,3.50,73.50
252,1,2026-01-04T17:13:52+05:30,2026-01-04,sale,cash,844.00,0.00,39.25,883.25
253,1,2026-01-04T16:00:32+05:30,2026-01-04,sale,card,130.00,0.00,6.50,136.50
254,1,2026-01-04T12:57:02+05:30,2026-01-04,sale,mobile,120.00,0.00,21.60,141.60
255,1,2026-01-04T17:43:18+05:30,2026-01-04,sale,mobile,2173.00,0.00,134.52,2307.52
256,1,2026-01-04T08:45:05+05:30,2026-01-04,sale,mobile,720.00,0.00,34.50,754.50
257,1,2026-01-04T12:46:04+05:30,2026-01-04,sale,card,249.00,0.00,15.75,264.75
258,1,2026-01-04T20:53:44+05:30,2026-01-04,sale,card,565.00,0.00,28.25,593.25
259,1,2026-01-04T16:04:46+05:30,2026-01-04,sale,mobile,140.00,0.00,7.00,147.00
260,1,2026-01-04T12:16:51+05:30,2026-01-04,sale,mobile,1119.00,0.00,55.95,1174.95
261,1,2026-01-04T17:21:18+05:30,2026-01-04,sale,cash,765.00,0.00,38.25,803.25
262,1,2026-01-04T11:38:50+05:30,2026-01-04,sale,cash,160.00,0.00,8.00,168.00
263,1,2026-01-04T17:45:48+05:30,2026-01-04,sale,mobile,834.00,0.00,41.70,875.70
264,1,2026-01-04T08:08:53+05:30,2026-01-04,sale,mobile,270.00,0.00,13.50,283.50
265,1,2026-01-04T21:47:02+05:30,2026-01-04,sale,card,115.00,0.00,5.75,120.75
266,1,2026-01-04T20:49:44+05:30,2026-01-04,sale,mobile,1600.00,0.00,86.30,1686.30
267,1,2026-01-04T17:10:01+05:30,2026-01-04,sale,card,1164.00,0.00,58.20,1222.20
268,1,2026-01-04T18:30:56+05:30,2026-01-04,sale,mobile,590.00,0.00,29.50,619.50
269,1,2026-01-04T08:12:26+05:30,2026-01-04,sale,voucher,1580.00,0.00,99.30,1679.30
270,1,2026-01-04T21:11:42+05:30,2026-01-04,sale,cash,650.00,0.00,32.50,682.50
271,1,2026-01-04T18:21:36+05:30,2026-01-04,sale,cash,458.00,0.00,27.97,485.97
272,1,2026-01-04T16:11:14+05:30,2026-01-04,sale,cash,60.00,0.00,10.80,70.80
273,1,2026-01-04T12:36:34+05:30,2026-01-04,sale,mobile,165.00,0.00,21.60,186.60
