sale_line_id,sale_id,store_id,business_date,product_id,promotion_id,quantity,unit_price,unit_cost,discount_amount,line_total
42,12,1,2026-01-02,158,,1,80.00,53.37,0.00,80.00
43,13,1,2026-01-02,22,,2,30.00,21.61,0.00,60.00
44,13,1,2026-01-02,27,,1,20.00,14.58,0.00,20.00
45,14,1,2026-01-02,147,,1,40.00,27.00,0.00,40.00
46,14,1,2026-01-02,264,,1,135.00,99.20,0.00,135.00
47,14,1,2026-01-02,48,,1,370.00,322.58,0.00,370.00
48,15,1,2026-01-02,89,,3,25.00,19.16,0.00,75.00
49,15,1,2026-01-02,160,,2,99.00,64.76,0.00,198.00
50,15,1,2026-01-02,90,,1,59.00,46.66,0.00,59.00
51,15,1,2026-01-02,44,,2,250.00,218.99,0.00,500.00
52,15,1,2026-01-02,80,,1,69.00,54.48,0.00,69.00
53,15,1,2026-01-02,40,,1,535.00,463.24,0.00,535.00
54,16,1,2026-01-02,237,,1,79.00,56.40,0.00,79.00
55,16,1,2026-01-02,204,,1,30.00,20.76,0.00,30.00
56,17,1,2026-01-02,39,,1,185.00,156.51,0.00,185.00
57,17,1,2026-01-02,358,,1,140.00,90.00,0.00,140.00
58,18,1,2026-01-02,298,,1,319.00,197.76,0.00,319.00
59,18,1,2026-01-02,73,,1,40.00,32.52,0.00,40.00
60,19,1,2026-01-02,121,,1,260.00,207.01,0.00,260.00
61,19,1,2026-01-02,167,,1,75.00,48.25,0.00,75.00
62,19,1,2026-01-02,104,,1,450.00,358.62,0.00,450.00
63,20,1,2026-01-02,279,,1,275.00,169.04,0.00,275.00
64,20,1,2026-01-02,56,,3,240.00,203.77,0.00,720.00
65,20,1,2026-01-02,350,,1,250.00,135.08,0.00,250.00
66,20,1,2026-01-02,336,,1,170.00,114.09,0.00,170.00
67,20,1,2026-01-02,200,,2,69.00,42.98,0.00,138.00
68,20,1,2026-01-02,476,,1,170.00,107.26,0.00,170.00
69,20,1,2026-01-02,127,,2,605.00,494.47,0.00,1210.00
70,20,1,2026-01-02,318,,2,105.00,71.65,0.00,210.00
71,21,1,2026-01-02,330,,1,120.00,84.58,0.00,120.00
72,21,1,2026-01-02,135,,1,690.00,564.48,0.00,690.00
73,21,1,2026-01-02,72,,1,135.00,103.58,0.00,135.00
74,22,1,2026-01-02,148,,1,65.00,46.05,0.00,65.00
75,22,1,2026-01-02,494,,1,155.00,96.52,0.00,155.00
76,22,1,2026-01-02,118,,1,149.00,124.96,0.00,149.00
77,22,1,2026-01-02,33,,1,69.00,49.25,0.00,69.00
78,22,1,2026-01-02,316,,1,70.00,49.39,0.00,70.00
79,22,1,2026-01-02,145,,1,69.00,46.79,0.00,69.00
80,23,1,2026-01-02,386,,1,150.00,91.72,0.00,150.00
81,23,1,2026-01-02,38,,2,175.00,153.82,0.00,350.00
82,24,1,2026-01-02,134,,1,195.00,163.90,0.00,195.00
83,24,1,2026-01-02,43,,1,350.00,293.78,0.00,350.00
84,25,1,2026-01-02,259,,1,159.00,113.90,0.00,159.00
85,25,1,2026-01-02,8,,3,80.00,56.16,0.00,240.00
86,25,1,2026-01-02,27,,1,20.00,14.58,0.00,20.00
87,25,1,2026-01-02,264,,1,135.00,99.20,0.00,135.00
88,25,1,2026-01-02,367,,1,269.00,161.16,0.00,269.00
89,25,1,2026-01-02,564,,1,260.00,173.51,0.00,260.00
90,26,1,2026-01-02,11,,1,59.00,39.25,0.00,59.00
91,26,1,2026-01-02,388,,1,240.00,148.86,0.00,240.00
92,27,1,2026-01-02,442,,1,60.00,42.26,0.00,60.00
93,27,1,2026-01-02,199,,1,55.00,35.36,0.00,55.00
94,27,1,2026-01-02,162,,1,40.00,28.20,0.00,40.00
95,27,1,2026-01-02,9,,1,60.00,43.31,0.00,60.00
96,27,1,2026-01-02,524,,1,200.00,115.66,0.00,200.00
97,27,1,2026-01-02,414,,1,230.00,159.44,0.00,230.00
98,28,1,2026-01-02,27,,2,20.00,14.58,0.00,40.00
99,28,1,2026-01-02,543,,1,290.00,204.85,0.00,290.00
100,28,1,2026-01-02,6,,1,30.00,20.10,0.00,30.00
101,28,1,2026-01-02,105,,1,245.00,204.92,0.00,245.00
102,28,1,2026-01-02,384,,1,85.00,55.69,0.00,85.00
103,28,1,2026-01-02,135,,1,690.00,564.48,0.00,690.00
104,28,1,2026-01-02,367,,1,269.00,161.16,0.00,269.00
105,28,1,2026-01-02,535,,2,299.00,217.43,0.00,598.00
106,29,1,2026-01-02,219,,1,50.00,32.87,0.00,50.00
107,29,1,2026-01-02,93,,1,70.00,53.83,0.00,70.00
108,29,1,2026-01-02,203,,2,49.00,30.56,0.00,98.00
109,29,1,2026-01-02,53,,3,195.00,165.75,0.00,585.00
110,30,1,2026-01-02,63,,1,210.00,179.97,0.00,210.00
111,30,1,2026-01-02,108,,1,190.00,160.14,0.00,190.00
112,31,1,2026-01-02,305,,1,59.00,37.54,0.00,59.00
113,32,1,2026-01-02,94,,1,79.00,59.29,0.00,79.00
114,32,1,2026-01-02,495,,2,120.00,67.77,0.00,240.00
115,32,1,2026-01-02,592,,1,199.00,114.04,0.00,199.00
116,32,1,2026-01-02,19,,1,40.00,26.20,0.00,40.00
117,33,1,2026-01-02,301,,1,260.00,174.30,0.00,260.00
118,33,1,2026-01-02,53,,1,195.00,165.75,0.00,195.00
119,33,1,2026-01-02,201,,1,60.00,36.98,0.00,60.00
120,33,1,2026-01-02,338,,1,220.00,138.34,0.00,220.00
121,33,1,2026-01-02,180,,1,45.00,27.59,0.00,45.00
122,33,1,2026-01-02,238,,2,130.00,90.42,0.00,260.00
123,34,1,2026-01-02,158,,1,80.00,53.37,0.00,80.00
124,34,1,2026-01-02,26,,1,40.00,26.51,0.00,40.00
125,34,1,2026-01-02,534,,1,170.00,99.40,0.00,170.00
126,34,1,2026-01-02,132,,1,249.00,199.91,0.00,249.00
127,34,1,2026-01-02,216,,3,60.00,42.01,0.00,180.00
128,35,1,2026-01-02,350,,1,250.00,135.08,0.00,250.00
129,35,1,2026-01-02,87,,1,60.00,48.51,0.00,60.00
130,36,1,2026-01-02,36,,1,220.00,187.93,0.00,220.00
131,36,1,2026-01-02,495,,1,120.00,67.77,0.00,120.00
132,36,1,2026-01-02,57,,2,119.00,102.77,0.00,238.00
133,36,1,2026-01-02,38,,1,175.00,153.82,0.00,175.00
134,36,1,2026-01-02,262,,1,55.00,39.22,0.00,55.00
135,36,1,2026-01-02,546,,1,479.00,337.37,0.00,479.00
136,36,1,2026-01-02,59,,2,269.00,231.01,0.00,538.00
137,36,1,2026-01-02,118,,1,149.00,124.96,0.00,149.00
138,37,1,2026-01-02,278,,1,170.00,99.69,0.00,170.00
139,37,1,2026-01-02,541,,1,260.00,179.83,0.00,260.00
140,37,1,2026-01-02,63,,1,210.00,179.97,0.00,210.00
141,37,1,2026-01-02,192,,1,55.00,37.92,0.00,55.00
142,37,1,2026-01-02,265,,1,150.00,103.51,0.00,150.00
143,37,1,2026-01-02,283,,1,390.00,252.81,0.00,390.00
144,38,1,2026-01-02,93,,1,70.00,53.83,0.00,70.00
145,38,1,2026-01-02,129,,1,530.00,421.07,0.00,530.00
146,39,1,2026-01-02,127,,1,605.00,494.47,0.00,605.00
147,39,1,2026-01-02,40,,1,535.00,463.24,0.00,535.00
148,40,1,2026-01-02,415,,1,285.00,187.95,0.00,285.00
149,41,1,2026-01-02,1,,1,25.00,18.19,0.00,25.00
150,41,1,2026-01-02,252,,1,100.00,71.51,0.00,100.00
151,41,1,2026-01-02,408,,1,200.00,139.42,0.00,200.00
152,41,1,2026-01-02,6,,1,30.00,20.10,0.00,30.00
153,41,1,2026-01-02,281,,1,199.00,125.76,0.00,199.00
154,42,1,2026-01-02,468,,1,105.00,78.00,0.00,105.00
155,43,1,2026-01-02,116,,1,159.00,132.78,0.00,159.00
156,43,1,2026-01-02,317,,1,75.00,48.65,0.00,75.00
157,43,1,2026-01-02,225,,1,69.00,47.76,0.00,69.00
158,43,1,2026-01-02,185,,3,65.00,41.78,0.00,195.00
159,43,1,2026-01-02,448,,1,49.00,34.04,0.00,49.00
160,43,1,2026-01-02,285,,1,160.00,98.93,0.00,160.00
161,44,1,2026-01-02,207,,1,70.00,50.74,0.00,70.00
162,44,1,2026-01-02,442,,2,60.00,42.26,0.00,120.00
163,44,1,2026-01-02,349,,1,159.00,103.32,0.00,159.00
164,44,1,2026-01-02,124,,2,110.00,92.34,0.00,220.00
165,44,1,2026-01-02,203,,1,49.00,30.56,0.00,49.00
166,45,1,2026-01-02,528,,1,225.00,127.30,0.00,225.00
167,46,1,2026-01-02,511,,1,230.00,124.48,0.00,230.00
168,46,1,2026-01-02,41,,1,300.00,263.86,0.00,300.00
169,46,1,2026-01-02,44,,2,250.00,218.99,0.00,500.00
170,46,1,2026-01-02,151,,1,40.00,25.88,0.00,40.00
171,46,1,2026-01-02,156,,1,110.00,72.15,0.00,110.00
172,46,1,2026-01-02,289,,1,209.00,139.81,0.00,209.00
173,46,1,2026-01-02,410,,1,135.00,90.96,0.00,135.00
174,46,1,2026-01-02,17,,2,29.00,19.25,0.00,58.00
175,47,1,2026-01-02,27,,1,20.00,14.58,0.00,20.00
176,48,1,2026-01-02,13,,1,39.00,25.84,0.00,39.00
177,48,1,2026-01-02,262,,2,55.00,39.22,0.00,110.00
178,49,1,2026-01-02,346,,1,260.00,142.28,0.00,260.00
179,49,1,2026-01-02,2,,1,25.00,16.87,0.00,25.00
180,49,1,2026-01-02,478,,2,120.00,66.00,0.00,240.00
181,50,1,2026-01-02,191,,1,30.00,19.73,0.00,30.00
182,50,1,2026-01-02,149,,1,40.00,27.44,0.00,40.00
183,50,1,2026-01-02,397,,1,59.00,35.36,0.00,59.00
184,51,1,2026-01-02,504,,1,120.00,63.73,0.00,120.00
185,51,1,2026-01-02,180,,1,45.00,27.59,0.00,45.00
186,51,1,2026-01-02,325,,1,39.00,25.42,0.00,39.00
187,51,1,2026-01-02,62,,1,190.00,167.13,0.00,190.00
188,51,1,2026-01-02,187,,1,75.00,44.11,0.00,75.00
189,51,1,2026-01-02,217,,1,60.00,38.97,0.00,60.00
190,52,1,2026-01-02,127,,1,605.00,494.47,0.00,605.00
191,52,1,2026-01-02,205,,1,50.00,35.31,0.00,50.00
192,52,1,2026-01-02,208,,1,49.00,31.27,0.00,49.00
193,53,1,2026-01-02,203,,1,49.00,30.56,0.00,49.00
194,53,1,2026-01-02,199,,1,55.00,35.36,0.00,55.00
195,53,1,2026-01-02,33,,1,69.00,49.25,0.00,69.00
196,54,1,2026-01-02,141,,1,65.00,42.82,0.00,65.00
197,54,1,2026-01-02,410,,1,135.00,90.96,0.00,135.00
198,54,1,2026-01-02,264,,1,135.00,99.20,0.00,135.00
199,54,1,2026-01-02,333,,1,79.00,55.53,0.00,79.00
200,54,1,2026-01-02,568,,1,90.00,48.74,0.00,90.00
201,55,1,2026-01-02,51,,1,510.00,432.44,0.00,510.00
202,55,1,2026-01-02,167,,1,75.00,48.25,0.00,75.00
203,55,1,2026-01-02,499,,2,259.00,150.82,0.00,518.00
204,55,1,2026-01-02,557,,1,255.00,178.21,0.00,255.00
205,55,1,2026-01-02,383,,1,155.00,103.84,0.00,155.00
206,55,1,2026-01-02,352,,2,215.00,131.89,0.00,430.00
207,55,1,2026-01-02,323,,1,90.00,59.53,0.00,90.00
208,55,1,2026-01-02,75,,2,50.00,39.67,0.00,100.00
209,56,1,2026-01-02,349,,2,159.00,103.32,0.00,318.00
210,57,1,2026-01-02,42,,1,249.00,217.80,0.00,249.00
211,57,1,2026-01-02,19,,1,40.00,26.20,0.00,40.00
212,58,1,2026-01-02,76,,1,69.00,51.90,0.00,69.00
213,58,1,2026-01-02,306,,2,25.00,17.48,0.00,50.00
214,58,1,2026-01-02,55,,1,279.00,237.81,0.00,279.00
215,58,1,2026-01-02,6,,1,30.00,20.10,0.00,30.00
216,58,1,2026-01-02,217,,1,60.00,38.97,0.00,60.00
217,59,1,2026-01-02,85,,1,115.00,92.59,0.00,115.00
218,59,1,2026-01-02,8,,2,80.00,56.16,0.00,160.00
219,59,1,2026-01-02,59,,1,269.00,231.01,0.00,269.00
220,59,1,2026-01-02,389,,1,70.00,43.88,0.00,70.00
221,59,1,2026-01-02,142,,1,55.00,34.13,0.00,55.00
222,60,1,2026-01-02,151,,1,40.00,25.88,0.00,40.00
223,60,1,2026-01-02,2,,2,25.00,16.87,0.00,50.00
224,60,1,2026-01-02,135,,1,690.00,564.48,0.00,690.00
225,60,1,2026-01-02,548,,1,379.00,272.77,0.00,379.00
226,60,1,2026-01-02,488,,1,170.00,106.80,0.00,170.00
227,61,1,2026-01-02,56,,1,240.00,203.77,0.00,240.00
228,62,1,2026-01-02,119,,1,175.00,141.11,0.00,175.00
229,62,1,2026-01-02,217,,1,60.00,38.97,0.00,60.00
230,62,1,2026-01-02,339,,2,165.00,105.28,0.00,330.00
231,62,1,2026-01-02,206,,1,110.00,73.38,0.00,110.00
232,63,1,2026-01-02,54,,1,200.00,174.45,0.00,200.00
233,63,1,2026-01-02,365,,1,610.00,390.49,0.00,610.00
234,63,1,2026-01-02,516,,1,109.00,54.93,0.00,109.00
235,63,1,2026-01-02,51,,1,510.00,432.44,0.00,510.00
236,63,1,2026-01-02,2,,1,25.00,16.87,0.00,25.00
237,63,1,2026-01-02,48,,1,370.00,322.58,0.00,370.00
238,63,1,2026-01-02,6,,1,30.00,20.10,0.00,30.00
239,63,1,2026-01-02,217,,1,60.00,38.97,0.00,60.00
240,64,1,2026-01-02,69,,1,80.00,64.15,0.00,80.00
241,64,1,2026-01-02,423,,1,180.00,124.01,0.00,180.00
242,64,1,2026-01-02,428,,2,99.00,68.35,0.00,198.00
243,64,1,2026-01-02,336,,1,170.00,114.09,0.00,170.00
244,64,1,2026-01-02,349,,1,159.00,103.32,0.00,159.00
245,65,1,2026-01-02,180,,1,45.00,27.59,0.00,45.00
246,65,1,2026-01-02,6,,2,30.00,20.10,0.00,60.00
247,65,1,2026-01-02,188,,1,30.00,20.57,0.00,30.00
248,65,1,2026-01-02,300,,2,285.00,190.74,0.00,570.00
249,65,1,2026-01-02,187,,3,75.00,44.11,0.00,225.00
250,66,1,2026-01-02,153,,1,110.00,68.27,0.00,110.00
251,66,1,2026-01-02,346,,2,260.00,142.28,0.00,520.00
252,66,1,2026-01-02,237,,2,79.00,56.40,0.00,158.00
253,66,1,2026-01-02,73,,2,40.00,32.52,0.00,80.00
254,67,1,2026-01-02,2,,1,25.00,16.87,0.00,25.00
255,67,1,2026-01-02,28,,1,59.00,41.71,0.00,59.00
256,67,1,2026-01-02,222,,1,39.00,25.26,0.00,39.00
257,68,1,2026-01-02,349,,1,159.00,103.32,0.00,159.00
258,68,1,2026-01-02,351,,3,115.00,66.16,0.00,345.00
259,68,1,2026-01-02,566,,1,219.00,148.29,0.00,219.00
260,69,1,2026-01-02,264,,2,135.00,99.20,0.00,270.00
261,70,1,2026-01-02,126,,1,100.00,84.68,0.00,100.00
262,71,1,2026-01-02,498,,1,90.00,56.08,0.00,90.00
263,71,1,2026-01-02,129,,1,530.00,421.07,0.00,530.00
264,71,1,2026-01-02,333,,1,79.00,55.53,0.00,79.00
265,71,1,2026-01-02,164,,1,40.00,24.38,0.00,40.00
266,72,1,2026-01-02,127,,2,605.00,494.47,0.00,1210.00
267,72,1,2026-01-02,352,,1,215.00,131.89,0.00,215.00
268,72,1,2026-01-02,7,,1,15.00,10.98,0.00,15.00
269,72,1,2026-01-02,260,,1,115.00,79.02,0.00,115.00
270,72,1,2026-01-02,499,,1,259.00,150.82,0.00,259.00
271,72,1,2026-01-02,82,,2,45.00,33.89,0.00,90.00
272,72,1,2026-01-02,384,,1,85.00,55.69,0.00,85.00
273,72,1,2026-01-02,393,,2,59.00,40.12,0.00,118.00
274,73,1,2026-01-02,327,,1,50.00,32.27,0.00,50.00
275,73,1,2026-01-02,179,,1,40.00,24.56,0.00,40.00
276,73,1,2026-01-02,73,,1,40.00,32.52,0.00,40.00
277,74,1,2026-01-02,96,,1,90.00,70.16,0.00,90.00
278,75,1,2026-01-02,154,,1,40.00,28.30,0.00,40.00
279,75,1,2026-01-02,118,,1,149.00,124.96,0.00,149.00
280,76,1,2026-01-02,491,,1,179.00,105.63,0.00,179.00
281,76,1,2026-01-02,187,,1,75.00,44.11,0.00,75.00
282,77,1,2026-01-02,2,,1,25.00,16.87,0.00,25.00
283,77,1,2026-01-02,330,,2,120.00,84.58,0.00,240.00
284,77,1,2026-01-02,129,,2,530.00,421.07,0.00,1060.00
285,78,1,2026-01-02,272,,1,179.00,104.19,0.00,179.00
286,78,1,2026-01-02,180,,1,45.00,27.59,0.00,45.00
287,78,1,2026-01-02,53,,1,195.00,165.75,0.00,195.00
288,78,1,2026-01-02,25,,1,59.00,39.35,0.00,59.00
289,78,1,2026-01-02,258,,1,170.00,119.18,0.00,170.00
290,78,1,2026-01-02,96,,1,90.00,70.16,0.00,90.00
291,78,1,2026-01-02,302,,2,379.00,214.74,0.00,758.00
292,78,1,2026-01-02,206,,1,110.00,73.38,0.00,110.00
293,79,1,2026-01-02,116,,1,159.00,132.78,0.00,159.00
294,79,1,2026-01-02,288,,1,265.00,161.09,0.00,265.00
295,79,1,2026-01-02,484,,1,175.00,103.13,0.00,175.00
296,79,1,2026-01-02,284,,1,269.00,175.56,0.00,269.00
297,80,1,2026-01-02,305,,1,59.00,37.54,0.00,59.00
298,80,1,2026-01-02,109,,2,90.00,75.38,0.00,180.00
299,80,1,2026-01-02,496,,1,95.00,53.48,0.00,95.00
300,80,1,2026-01-02,136,,1,265.00,215.12,0.00,265.00
301,81,1,2026-01-02,516,,2,109.00,54.93,0.00,218.00
302,81,1,2026-01-02,201,,1,60.00,36.98,0.00,60.00
303,81,1,2026-01-02,299,,1,310.00,190.31,0.00,310.00
304,81,1,2026-01-02,143,,2,100.00,63.44,0.00,200.00
305,81,1,2026-01-02,542,,1,180.00,124.21,0.00,180.00
306,81,1,2026-01-02,155,,1,70.00,48.72,0.00,70.00
307,82,1,2026-01-02,122,,1,280.00,222.45,0.00,280.00
308,82,1,2026-01-02,33,,1,69.00,49.25,0.00,69.00
309,83,1,2026-01-02,524,,1,200.00,115.66,0.00,200.00
310,83,1,2026-01-02,5,,1,130.00,91.92,0.00,130.00
311,83,1,2026-01-02,265,,1,150.00,103.51,0.00,150.00
312,83,1,2026-01-02,407,,1,100.00,66.55,0.00,100.00
313,83,1,2026-01-02,412,,2,210.00,133.58,0.00,420.00
314,83,1,2026-01-02,18,,1,35.00,25.72,0.00,35.00
315,83,1,2026-01-02,442,,1,60.00,42.26,0.00,60.00
316,83,1,2026-01-02,412,,1,210.00,133.58,0.00,210.00
317,84,1,2026-01-02,282,,2,159.00,103.57,0.00,318.00
318,84,1,2026-01-02,538,,1,360.00,264.00,0.00,360.00
319,84,1,2026-01-02,569,,1,175.00,79.28,0.00,175.00
320,84,1,2026-01-02,190,,1,15.00,10.02,0.00,15.00
321,84,1,2026-01-02,36,,2,220.00,187.93,0.00,440.00
322,85,1,2026-01-02,600,,2,50.00,29.12,0.00,100.00
323,85,1,2026-01-02,36,,1,220.00,187.93,0.00,220.00
324,85,1,2026-01-02,69,,1,80.00,64.15,0.00,80.00
325,86,1,2026-01-02,15,,1,30.00,19.97,0.00,30.00
326,86,1,2026-01-02,293,,1,590.00,368.78,0.00,590.00
327,86,1,2026-01-02,431,,1,120.00,81.59,0.00,120.00
328,86,1,2026-01-02,88,,1,60.00,48.28,0.00,60.00
329,87,1,2026-01-02,53,,2,195.00,165.75,0.00,390.00
330,87,1,2026-01-02,79,,1,100.00,78.31,0.00,100.00
331,87,1,2026-01-02,86,,1,65.00,50.25,0.00,65.00
332,87,1,2026-01-02,425,,1,119.00,78.64,0.00,119.00
333,87,1,2026-01-02,122,,1,280.00,222.45,0.00,280.00
334,87,1,2026-01-02,321,,1,65.00,41.50,0.00,65.00
335,88,1,2026-01-02,296,,1,160.00,90.18,0.00,160.00
336,88,1,2026-01-02,352,,1,215.00,131.89,0.00,215.00
337,89,1,2026-01-02,47,,1,240.00,210.96,0.00,240.00
338,89,1,2026-01-02,495,,2,120.00,67.77,0.00,240.00
339,89,1,2026-01-02,19,,1,40.00,26.20,0.00,40.00
340,90,1,2026-01-02,354,,1,349.00,188.46,0.00,349.00
341,90,1,2026-01-02,54,,1,200.00,174.45,0.00,200.00
342,91,1,2026-01-02,108,,2,190.00,160.14,0.00,380.00
343,91,1,2026-01-02,432,,1,220.00,152.74,0.00,220.00
344,91,1,2026-01-02,140,,2,59.00,38.42,0.00,118.00
345,91,1,2026-01-02,271,,1,220.00,148.25,0.00,220.00
346,91,1,2026-01-02,145,,1,69.00,46.79,0.00,69.00
347,92,1,2026-01-02,53,,1,195.00,165.75,0.00,195.00
348,92,1,2026-01-02,53,,1,195.00,165.75,0.00,195.00
349,92,1,2026-01-02,461,,1,115.00,80.02,0.00,115.00
350,93,1,2026-01-02,323,,1,90.00,59.53,0.00,90.00
351,94,1,2026-01-02,47,,2,240.00,210.96,0.00,480.00
352,94,1,2026-01-02,421,,1,409.00,265.96,0.00,409.00
353,95,1,2026-01-02,399,,1,120.00,74.98,0.00,120.00
354,96,1,2026-01-02,566,,1,219.00,148.29,0.00,219.00
355,96,1,2026-01-02,73,,1,40.00,32.52,0.00,40.00
356,96,1,2026-01-02,127,,1,605.00,494.47,0.00,605.00
357,96,1,2026-01-02,18,,1,35.00,25.72,0.00,35.00
358,96,1,2026-01-02,36,,1,220.00,187.93,0.00,220.00
359,97,1,2026-01-02,156,,-1,110.00,72.15,0.00,-110.00
360,98,1,2026-01-02,241,,-1,70.00,47.60,0.00,-70.00
361,99,1,2026-01-03,201,,2,60.00,36.98,0.00,120.00
362,99,1,2026-01-03,291,,1,169.00,109.01,0.00,169.00
363,100,1,2026-01-03,360,,2,110.00,71.03,0.00,220.00
364,100,1,2026-01-03,69,,1,80.00,64.15,0.00,80.00
365,100,1,2026-01-03,127,,2,605.00,494.47,0.00,1210.00
366,100,1,2026-01-03,72,,1,135.00,103.58,0.00,135.00
367,100,1,2026-01-03,9,,1,60.00,43.31,0.00,60.00
368,100,1,2026-01-03,53,,1,195.00,165.75,0.00,195.00
369,100,1,2026-01-03,296,,1,160.00,90.18,0.00,160.00
370,100,1,2026-01-03,348,,1,165.00,99.12,0.00,165.00
371,101,1,2026-01-03,354,,1,349.00,188.46,0.00,349.00
372,101,1,2026-01-03,164,,2,40.00,24.38,0.00,80.00
373,101,1,2026-01-03,63,,1,210.00,179.97,0.00,210.00
374,102,1,2026-01-03,415,,1,285.00,187.95,0.00,285.00
375,102,1,2026-01-03,304,,1,40.00,26.87,0.00,40.00
376,102,1,2026-01-03,284,,1,269.00,175.56,0.00,269.00
377,102,1,2026-01-03,15,,2,30.00,19.97,0.00,60.00
378,102,1,2026-01-03,36,,1,220.00,187.93,0.00,220.00
379,103,1,2026-01-03,288,,3,265.00,161.09,0.00,795.00
380,104,1,2026-01-03,542,,1,180.00,124.21,0.00,180.00
381,105,1,2026-01-03,516,,2,109.00,54.93,0.00,218.00
382,105,1,2026-01-03,17,,1,29.00,19.25,0.00,29.00
383,105,1,2026-01-03,512,,1,190.00,102.80,0.00,190.00
384,105,1,2026-01-03,184,,2,25.00,16.61,0.00,50.00
385,105,1,2026-01-03,172,,1,149.00,87.64,0.00,149.00
386,105,1,2026-01-03,44,,1,250.00,218.99,0.00,250.00
387,105,1,2026-01-03,19,,1,40.00,26.20,0.00,40.00
388,105,1,2026-01-03,556,,1,289.00,194.52,0.00,289.00
389,106,1,2026-01-03,408,,1,200.00,139.42,0.00,200.00
390,106,1,2026-01-03,237,,2,79.00,56.40,0.00,158.00
391,106,1,2026-01-03,362,,3,140.00,81.28,0.00,420.00
392,106,1,2026-01-03,126,,2,100.00,84.68,0.00,200.00
393,106,1,2026-01-03,108,,1,190.00,160.14,0.00,190.00
394,106,1,2026-01-03,142,,1,55.00,34.13,0.00,55.00
395,107,1,2026-01-03,91,,1,69.00,55.86,0.00,69.00
396,107,1,2026-01-03,409,,1,165.00,109.26,0.00,165.00
397,108,1,2026-01-03,401,,1,90.00,60.00,0.00,90.00
398,108,1,2026-01-03,194,,1,50.00,31.22,0.00,50.00
399,108,1,2026-01-03,263,,1,59.00,41.66,0.00,59.00
400,109,1,2026-01-03,13,,1,39.00,25.84,0.00,39.00
401,110,1,2026-01-03,46,,1,340.00,291.41,0.00,340.00
402,110,1,2026-01-03,84,,1,70.00,53.64,0.00,70.00
403,110,1,2026-01-03,439,,1,229.00,168.00,0.00,229.00
404,111,1,2026-01-03,95,,1,50.00,37.39,0.00,50.00
405,112,1,2026-01-03,104,,1,450.00,358.62,0.00,450.00
406,113,1,2026-01-03,129,,1,530.00,421.07,0.00,530.00
407,113,1,2026-01-03,124,,1,110.00,92.34,0.00,110.00
408,113,1,2026-01-03,53,,1,195.00,165.75,0.00,195.00
