sale_id,store_id,business_date,user_id
251,1,2026-01-04,3
252,1,2026-01-04,7
253,1,2026-01-04,8
254,1,2026-01-04,3
255,1,2026-01-04,4
256,1,2026-01-04,4
257,1,2026-01-04,6
258,1,2026-01-04,3
259,1,2026-01-04,4
260,1,2026-01-04,5
261,1,2026-01-04,4
262,1,2026-01-04,3
263,1,2026-01-04,6
264,1,2026-01-04,3
265,1,2026-01-04,2
266,1,2026-01-04,3
267,1,2026-01-04,4
268,1,2026-01-04,8
269,1,2026-01-04,3
270,1,2026-01-04,2
271,1,2026-01-04,8
272,1,2026-01-04,6
273,1,2026-01-04,6
274,1,2026-01-04,5
275,1,2026-01-04,4
276,1,2026-01-04,8
277,1,2026-01-04,3
278,1,2026-01-04,2
279,1,2026-01-04,4
280,1,2026-01-04,8
281,1,2026-01-04,4
282,1,2026-01-04,8
283,1,2026-01-04,4
284,1,2026-01-04,3
285,1,2026-01-04,6
286,1,2026-01-04,6
287,1,2026-01-04,3
288,1,2026-01-04,8
289,1,2026-01-04,2
290,1,2026-01-04,7
291,1,2026-01-04,7
292,1,2026-01-04,3
293,1,2026-01-04,2
294,1,2026-01-04,5
295,1,2026-01-04,3
296,1,2026-01-04,6
297,1,2026-01-04,4
298,1,2026-01-04,4
299,1,2026-01-04,5
300,1,2026-01-04,6
301,1,2026-01-04,5
302,1,2026-01-04,2
303,1,2026-01-04,6
304,1,2026-01-04,6
305,1,2026-01-04,6
306,1,2026-01-04,8
307,1,2026-01-04,6
308,1,2026-01-04,5
309,1,2026-01-04,2
310,1,2026-01-04,5
311,1,2026-01-04,2
312,1,2026-01-04,4
313,1,2026-01-04,2
314,1,2026-01-04,3
315,1,2026-01-04,2
316,1,2026-01-04,5
317,1,2026-01-04,2
318,1,2026-01-04,8
319,1,2026-01-04,7
320,1,2026-01-04,7
321,1,2026-01-04,7
322,1,2026-01-04,6
323,1,2026-01-04,2
324,1,2026-01-04,5
325,1,2026-01-04,4
326,1,2026-01-04,8
327,1,2026-01-04,5
328,1,2026-01-04,6
329,1,2026-01-04,2
330,1,2026-01-04,5
331,1,2026-01-04,3
332,1,2026-01-04,6
333,1,2026-01-04,6
334,1,2026-01-04,6
335,1,2026-01-04,7
336,1,2026-01-04,7
337,1,2026-01-04,7
338,1,2026-01-04,4
339,1,2026-01-04,5
340,1,2026-01-04,8
341,1,2026-01-04,8
342,1,2026-01-04,6
343,1,2026-01-04,2
344,1,2026-01-04,3
345,1,2026-01-04,4
346,1,2026-01-04,4
347,1,2026-01-04,8
348,1,2026-01-04,4
349,1,2026-01-04,3
350,1,2026-01-04,7
351,1,2026-01-04,7
352,1,2026-01-04,6
353,1,2026-01-04,3
354,1,2026-01-04,6
355,1,2026-01-05,6
356,1,2026-01-05,6
357,1,2026-01-05,8
358,1,2026-01-05,3
359,1,2026-01-05,2
360,1,2026-01-05,2
361,1,2026-01-05,3
362,1,2026-01-05,7
363,1,2026-01-05,6
364,1,2026-01-05,6
365,1,2026-01-05,3
366,1,2026-01-05,8
367,1,2026-01-05,4
368,1,2026-01-05,4
369,1,2026-01-05,2
370,1,2026-01-05,3
371,1,2026-01-05,2
372,1,2026-01-05,6
373,1,2026-01-05,3
374,1,2026-01-05,4
375,1,2026-01-05,3
376,1,2026-01-05,5
377,1,2026-01-05,3
378,1,2026-01-05,5
379,1,2026-01-05,5
380,1,2026-01-05,7
381,1,2026-01-05,5
382,1,2026-01-05,2
383,1,2026-01-05,2
384,1,2026-01-05,6
385,1,2026-01-05,5
386,1,2026-01-05,2
387,1,2026-01-05,2
388,1,2026-01-05,4
389,1,2026-01-05,7
390,1,2026-01-05,2
391,1,2026-01-05,3
392,1,2026-01-05,6
393,1,2026-01-05,2
394,1,2026-01-05,8
395,1,2026-01-05,8
396,1,2026-01-05,2
397,1,2026-01-05,2
398,1,2026-01-05,4
399,1,2026-01-05,6
400,1,2026-01-05,8
401,1,2026-01-05,5
402,1,2026-01-05,7
403,1,2026-01-05,4
404,1,2026-01-05,2
405,1,2026-01-05,4
406,1,2026-01-05,8
407,1,2026-01-05,5
408,1,2026-01-05,7
409,1,2026-01-05,5
410,1,2026-01-05,8
411,1,2026-01-05,6
412,1,2026-01-05,7
413,1,2026-01-05,7
414,1,2026-01-05,2
415,1,2026-01-05,4
416,1,2026-01-05,6
417,1,2026-01-05,4
418,1,2026-01-05,8
419,1,2026-01-05,5
420,1,2026-01-05,8
421,1,2026-01-05,4
422,1,2026-01-05,4
423,1,2026-01-05,7
424,1,2026-01-05,6
425,1,2026-01-05,4
426,1,2026-01-06,7
427,1,2026-01-06,6
428,1,2026-01-06,4
429,1,2026-01-06,3
430,1,2026-01-06,2
431,1,2026-01-06,7
432,1,2026-01-06,7
433,1,2026-01-06,8
434,1,2026-01-06,2
435,1,2026-01-06,8
436,1,2026-01-06,4
437,1,2026-01-06,2
438,1,2026-01-06,8
439,1,2026-01-06,8
440,1,2026-01-06,2
441,1,2026-01-06,6
442,1,2026-01-06,6
443,1,2026-01-06,4
444,1,2026-01-06,6
445,1,2026-01-06,6
446,1,2026-01-06,6
447,1,2026-01-06,3
448,1,2026-01-06,8
449,1,2026-01-06,6
450,1,2026-01-06,5
451,1,2026-01-06,6
452,1,2026-01-06,7
453,1,2026-01-06,7
454,1,2026-01-06,6
455,1,2026-01-06,5
456,1,2026-01-06,2
457,1,2026-01-06,6
458,1,2026-01-06,2
459,1,2026-01-06,5
460,1,2026-01-06,8
461,1,2026-01-06,4
462,1,2026-01-06,6
463,1,2026-01-06,8
464,1,2026-01-06,7
465,1,2026-01-06,5
466,1,2026-01-06,3
467,1,2026-01-06,2
468,1,2026-01-06,6
469,1,2026-01-06,6
470,1,2026-01-06,8
471,1,2026-01-06,3
472,1,2026-01-06,7
473,1,2026-01-06,7
474,1,2026-01-06,3
475,1,2026-01-06,8
476,1,2026-01-06,4
477,1,2026-01-06,8
478,1,2026-01-06,6
479,1,2026-01-06,2
480,1,2026-01-06,7
481,1,2026-01-06,2
482,1,2026-01-06,2
483,1,2026-01-06,8
484,1,2026-01-06,6
485,1,2026-01-06,8
486,1,2026-01-06,6
487,1,2026-01-06,6
488,1,2026-01-06,3
489,1,2026-01-06,7
490,1,2026-01-06,8
491,1,2026-01-06,5
492,1,2026-01-06,7
493,1,2026-01-06,5
494,1,2026-01-06,3
495,1,2026-01-06,7
496,1,2026-01-06,5
497,1,2026-01-06,7
498,1,2026-01-06,8
499,1,2026-01-06,8
500,1,2026-01-06,2
501,1,2026-01-06,8
502,1,2026-01-06,2
503,1,2026-01-06,4
504,1,2026-01-06,8
505,1,2026-01-06,2
506,1,2026-01-06,6
507,1,2026-01-06,6
508,1,2026-01-06,6
509,1,2026-01-07,2
510,1,2026-01-07,2
511,1,2026-01-07,6
512,1,2026-01-07,5
513,1,2026-01-07,4
514,1,2026-01-07,8
515,1,2026-01-07,2
516,1,2026-01-07,3
517,1,2026-01-07,2
518,1,2026-01-07,8
519,1,2026-01-07,3
520,1,2026-01-07,6
521,1,2026-01-07,3
522,1,2026-01-07,5
523,1,2026-01-07,7
524,1,2026-01-07,2
525,1,2026-01-07,3
526,1,2026-01-07,6
527,1,2026-01-07,6
528,1,2026-01-07,3
529,1,2026-01-07,4
530,1,2026-01-07,6
531,1,2026-01-07,3
532,1,2026-01-07,4
533,1,2026-01-07,4
534,1,2026-01-07,2
535,1,2026-01-07,5
536,1,2026-01-07,6
537,1,2026-01-07,3
538,1,2026-01-07,2
539,1,2026-01-07,7
540,1,2026-01-07,7
541,1,2026-01-07,3
542,1,2026-01-07,3
543,1,2026-01-07,5
544,1,2026-01-07,6
545,1,2026-01-07,7
546,1,2026-01-07,2
547,1,2026-01-07,8
548,1,2026-01-07,5
549,1,2026-01-07,7
550,1,2026-01-07,5
551,1,2026-01-07,7
552,1,2026-01-07,6
553,1,2026-01-07,6
554,1,2026-01-07,3
555,1,2026-01-07,3
556,1,2026-01-07,4
557,1,2026-01-07,7
558,1,2026-01-07,4
559,1,2026-01-07,4
560,1,2026-01-07,3
561,1,2026-01-07,5
562,1,2026-01-07,4
563,1,2026-01-07,5
564,1,2026-01-07,5
565,1,2026-01-07,7
566,1,2026-01-07,3
567,1,2026-01-07,8
568,1,2026-01-07,2
569,1,2026-01-07,3
570,1,2026-01-07,5
571,1,2026-01-07,2
572,1,2026-01-07,3
573,1,2026-01-07,7
574,1,2026-01-07,6
575,1,2026-01-07,6
576,1,2026-01-07,7
577,1,2026-01-07,3
578,1,2026-01-07,4
579,1,2026-01-07,6
580,1,2026-01-07,8
581,1,2026-01-07,5
582,1,2026-01-07,5
583,1,2026-01-07,4
584,1,2026-01-07,3
585,1,2026-01-07,2
586,1,2026-01-07,5
587,1,2026-01-07,5
588,1,2026-01-07,6
589,1,2026-01-07,3
590,1,2026-01-07,5
591,1,2026-01-07,5
592,1,2026-01-07,8
593,1,2026-01-07,4
594,1,2026-01-07,7
595,1,2026-01-07,3
596,1,2026-01-07,2
597,1,2026-01-07,6
598,1,2026-01-07,4
599,1,2026-01-07,6
600,1,2026-01-07,3
601,1,2026-01-07,4
602,1,2026-01-07,6
603,1,2026-01-07,2
604,1,2026-01-07,4
605,1,2026-01-07,5
606,1,2026-01-07,2
607,1,2026-01-07,6
608,1,2026-01-07,5
609,1,2026-01-07,8
610,1,2026-01-07,2
611,1,2026-01-07,4
612,1,2026-01-07,2
613,1,2026-01-07,7
614,1,2026-01-07,4
615,1,2026-01-07,8
616,1,2026-01-07,4
617,1,2026-01-07,5
618,1,2026-01-08,5
619,1,2026-01-08,8
620,1,2026-01-08,4
621,1,2026-01-08,6
622,1,2026-01-08,3
623,1,2026-01-08,6
624,1,2026-01-08,3
625,1,2026-01-08,4
626,1,2026-01-08,7
627,1,2026-01-08,3
628,1,2026-01-08,2
629,1,2026-01-08,5
630,1,2026-01-08,6
631,1,2026-01-08,6
632,1,2026-01-08,7
633,1,2026-01-08,3
634,1,2026-01-08,8
635,1,2026-01-08,4
636,1,2026-01-08,3
637,1,2026-01-08,7
638,1,2026-01-08,5
639,1,2026-01-08,3
640,1,2026-01-08,4
641,1,2026-01-08,8
642,1,2026-01-08,6
643,1,2026-01-08,3
644,1,2026-01-08,4
645,1,2026-01-08,8
646,1,2026-01-08,8
647,1,2026-01-08,6
648,1,2026-01-08,2
649,1,2026-01-08,3
650,1,2026-01-08,2
651,1,2026-01-08,3
652,1,2026-01-08,2
653,1,2026-01-08,4
654,1,2026-01-08,4
655,1,2026-01-08,3
656,1,2026-01-08,6
657,1,2026-01-08,6
658,1,2026-01-08,8
659,1,2026-01-08,3
660,1,2026-01-08,2
661,1,2026-01-08,6
662,1,2026-01-08,6
663,1,2026-01-08,5
664,1,2026-01-08,3
665,1,2026-01-08,5
666,1,2026-01-08,4
667,1,2026-01-08,2
668,1,2026-01-08,2
669,1,2026-01-08,5
670,1,2026-01-08,6
671,1,2026-01-08,2
672,1,2026-01-08,5
673,1,2026-01-08,2
674,1,2026-01-08,7
675,1,2026-01-08,4
676,1,2026-01-08,7
677,1,2026-01-08,6
678,1,2026-01-08,5
679,1,2026-01-08,5
680,1,2026-01-08,2
681,1,2026-01-08,3
682,1,2026-01-08,2
683,1,2026-01-08,5
684,1,2026-01-08,7
685,1,2026-01-08,8
686,1,2026-01-08,2
687,1,2026-01-08,5
688,1,2026-01-08,5
689,1,2026-01-08,5
690,1,2026-01-08,7
691,1,2026-01-08,3
692,1,2026-01-08,8
693,1,2026-01-08,4
694,1,2026-01-08,4
695,1,2026-01-08,5
696,1,2026-01-08,7
697,1,2026-01-08,6
698,1,2026-01-08,2
699,1,2026-01-08,2
700,1,2026-01-08,2
701,1,2026-01-08,8
702,1,2026-01-08,6
703,1,2026-01-08,2
704,1,2026-01-08,6
705,1,2026-01-08,4
706,1,2026-01-08,4
707,1,2026-01-08,3
708,1,2026-01-08,3
709,1,2026-01-08,6
710,1,2026-01-08,6
711,1,2026-01-08,3
712,1,2026-01-08,2
713,1,2026-01-09,3
714,1,2026-01-09,5
715,1,2026-01-09,3
716,1,2026-01-09,2
717,1,2026-01-09,8
718,1,2026-01-09,5
719,1,2026-01-09,3
720,1,2026-01-09,5
721,1,2026-01-09,3
722,1,2026-01-09,4
723,1,2026-01-09,8
724,1,2026-01-09,5
725,1,2026-01-09,6
726,1,2026-01-09,2
727,1,2026-01-09,5
728,1,2026-01-09,4
729,1,2026-01-09,4
730,1,2026-01-09,4
731,1,2026-01-09,6
732,1,2026-01-09,2
733,1,2026-01-09,5
734,1,2026-01-09,4
735,1,2026-01-09,2
736,1,2026-01-09,5
737,1,2026-01-09,3
738,1,2026-01-09,2
739,1,2026-01-09,7
740,1,2026-01-09,4
741,1,2026-01-09,7
742,1,2026-01-09,8
743,1,2026-01-09,2
744,1,2026-01-09,6
745,1,2026-01-09,2
746,1,2026-01-09,7
747,1,2026-01-09,3
748,1,2026-01-09,6
749,1,2026-01-09,5
750,1,2026-01-09,2
751,1,2026-01-09,7
752,1,2026-01-09,5
753,1,2026-01-09,6
754,1,2026-01-09,7
755,1,2026-01-09,2
756,1,2026-01-09,5
757,1,2026-01-09,4
758,1,2026-01-09,5
759,1,2026-01-09,6
760,1,2026-01-09,8
761,1,2026-01-09,8
762,1,2026-01-09,8
763,1,2026-01-09,7
764,1,2026-01-09,4
765,1,2026-01-09,3
766,1,2026-01-09,5
767,1,2026-01-09,3
768,1,2026-01-09,3
769,1,2026-01-09,3
770,1,2026-01-09,5
771,1,2026-01-09,2
772,1,2026-01-09,3
773,1,2026-01-09,3
774,1,2026-01-09,8
775,1,2026-01-09,6
776,1,2026-01-09,5
777,1,2026-01-09,2
778,1,2026-01-09,7
779,1,2026-01-09,4
780,1,2026-01-09,4
781,1,2026-01-09,3
782,1,2026-01-09,3
783,1,2026-01-09,4
784,1,2026-01-09,5
785,1,2026-01-09,6
786,1,2026-01-09,6
787,1,2026-01-09,2
788,1,2026-01-09,8
789,1,2026-01-09,5
790,1,2026-01-09,3
791,1,2026-01-09,5
792,1,2026-01-09,5
793,1,2026-01-09,2
794,1,2026-01-09,4
795,1,2026-01-09,8
796,1,2026-01-09,3
797,1,2026-01-09,7
798,1,2026-01-09,6
799,1,2026-01-09,8
800,1,2026-01-09,4
801,1,2026-01-09,5
802,1,2026-01-09,8
803,1,2026-01-09,3
804,1,2026-01-09,4
805,1,2026-01-09,8
806,1,2026-01-09,4
807,1,2026-01-09,3
808,1,2026-01-09,6
809,1,2026-01-09,6
810,1,2026-01-09,5
811,1,2026-01-09,8
812,1,2026-01-09,6
813,1,2026-01-09,4
814,1,2026-01-09,4
815,1,2026-01-09,7
816,1,2026-01-09,2
817,1,2026-01-09,5
818,1,2026-01-09,5
819,1,2026-01-09,6
820,1,2026-01-10,6
821,1,2026-01-10,7
822,1,2026-01-10,5
823,1,2026-01-10,4
824,1,2026-01-10,3
825,1,2026-01-10,5
826,1,2026-01-10,2
827,1,2026-01-10,5
828,1,2026-01-10,6
829,1,2026-01-10,2
830,1,2026-01-10,5
831,1,2026-01-10,4
832,1,2026-01-10,2
833,1,2026-01-10,3
834,1,2026-01-10,8
835,1,2026-01-10,7
836,1,2026-01-10,4
837,1,2026-01-10,5
838,1,2026-01-10,4
839,1,2026-01-10,6
840,1,2026-01-10,7
841,1,2026-01-10,5
842,1,2026-01-10,5
843,1,2026-01-10,6
844,1,2026-01-10,5
845,1,2026-01-10,7
846,1,2026-01-10,7
847,1,2026-01-10,3
848,1,2026-01-10,2
849,1,2026-01-10,6
850,1,2026-01-10,5
851,1,2026-01-10,8
852,1,2026-01-10,5
853,1,2026-01-10,8
854,1,2026-01-10,7
855,1,2026-01-10,2
856,1,2026-01-10,7
857,1,2026-01-10,7
858,1,2026-01-10,2
859,1,2026-01-10,2
860,1,2026-01-10,2
861,1,2026-01-10,6
862,1,2026-01-10,4
863,1,2026-01-10,6
864,1,2026-01-10,8
865,1,2026-01-10,6
866,1,2026-01-10,6
867,1,2026-01-10,8
868,1,2026-01-10,8
869,1,2026-01-10,4
870,1,2026-01-10,7
871,1,2026-01-10,5
872,1,2026-01-10,3
873,1,2026-01-10,6
874,1,2026-01-10,7
875,1,2026-01-10,2
876,1,2026-01-10,7
877,1,2026-01-10,8
878,1,2026-01-10,8
879,1,2026-01-10,4
880,1,2026-01-10,8
881,1,2026-01-10,5
882,1,2026-01-10,8
883,1,2026-01-10,8
884,1,2026-01-10,7
885,1,2026-01-10,5
886,1,2026-01-10,4
887,1,2026-01-10,6
888,1,2026-01-10,6
889,1,2026-01-10,8
890,1,2026-01-10,7
891,1,2026-01-10,3
892,1,2026-01-10,8
893,1,2026-01-10,6
894,1,2026-01-10,6
895,1,2026-01-10,3
896,1,2026-01-10,4
897,1,2026-01-10,3
898,1,2026-01-10,2
899,1,2026-01-10,2
900,1,2026-01-10,7
901,1,2026-01-10,6
902,1,2026-01-10,4
903,1,2026-01-10,3
904,1,2026-01-10,3
905,1,2026-01-10,3
906,1,2026-01-10,6
907,1,2026-01-10,3
908,1,2026-01-10,4
909,1,2026-01-10,5
910,1,2026-01-10,6
911,1,2026-01-10,8
912,1,2026-01-10,6
913,1,2026-01-10,6
914,1,2026-01-10,5
915,1,2026-01-10,3
916,1,2026-01-10,8
917,1,2026-01-10,6
918,1,2026-01-10,6
919,1,2026-01-10,7
920,1,2026-01-10,4
921,1,2026-01-10,3
922,1,2026-01-10,6
923,1,2026-01-10,4
924,1,2026-01-10,7
925,1,2026-01-10,8
926,1,2026-01-10,7
927,1,2026-01-10,8
928,1,2026-01-10,4
929,1,2026-01-10,7
930,1,2026-01-10,3
931,1,2026-01-10,2
932,1,2026-01-10,4
933,1,2026-01-10,8
934,1,2026-01-10,2
935,1,2026-01-10,6
936,1,2026-01-10,3
937,1,2026-01-10,3
938,1,2026-01-10,5
939,1,2026-01-10,3
940,1,2026-01-10,4
941,1,2026-01-10,8
942,1,2026-01-10,6
943,1,2026-01-11,2
944,1,2026-01-11,7
945,1,2026-01-11,5
946,1,2026-01-11,4
947,1,2026-01-11,3
948,1,2026-01-11,7
949,1,2026-01-11,2
950,1,2026-01-11,2
951,1,2026-01-11,7
952,1,2026-01-11,5
953,1,2026-01-11,2
954,1,2026-01-11,8
955,1,2026-01-11,4
956,1,2026-01-11,5
957,1,2026-01-11,5
958,1,2026-01-11,7
959,1,2026-01-11,5
960,1,2026-01-11,7
961,1,2026-01-11,4
962,1,2026-01-11,4
963,1,2026-01-11,5
964,1,2026-01-11,5
965,1,2026-01-11,4
966,1,2026-01-11,7
967,1,2026-01-11,7
968,1,2026-01-11,8
969,1,2026-01-11,5
970,1,2026-01-11,6
971,1,2026-01-11,3
972,1,2026-01-11,7
973,1,2026-01-11,8
974,1,2026-01-11,5
975,1,2026-01-11,2
976,1,2026-01-11,5
977,1,2026-01-11,6
978,1,2026-01-11,5
979,1,2026-01-11,2
980,1,2026-01-11,4
981,1,2026-01-11,8
982,1,2026-01-11,4
983,1,2026-01-11,5
984,1,2026-01-11,3
985,1,2026-01-11,8
986,1,2026-01-11,2
987,1,2026-01-11,4
988,1,2026-01-11,4
989,1,2026-01-11,4
990,1,2026-01-11,5
991,1,2026-01-11,7
992,1,2026-01-11,8
993,1,2026-01-11,2
994,1,2026-01-11,7
995,1,2026-01-11,2
996,1,2026-01-11,4
997,1,2026-01-11,4
998,1,2026-01-11,6
999,1,2026-01-11,3
1000,1,2026-01-11,4
1001,1,2026-01-11,6
1002,1,2026-01-11,3
1003,1,2026-01-11,6
1004,1,2026-01-11,8
1005,1,2026-01-11,3
1006,1,2026-01-11,7
1007,1,2026-01-11,8
1008,1,2026-01-11,4
1009,1,2026-01-11,5
1010,1,2026-01-11,5
1011,1,2026-01-11,6
1012,1,2026-01-11,6
1013,1,2026-01-11,4
1014,1,2026-01-11,8
1015,1,2026-01-11,3
1016,1,2026-01-11,7
1017,1,2026-01-11,4
1018,1,2026-01-11,2
1019,1,2026-01-11,2
1020,1,2026-01-11,6
1021,1,2026-01-11,5
1022,1,2026-01-11,5
1023,1,2026-01-11,7
1024,1,2026-01-11,2
1025,1,2026-01-11,7
1026,1,2026-01-11,8
1027,1,2026-01-11,4
1028,1,2026-01-11,4
1029,1,2026-01-11,8
1030,1,2026-01-11,8
1031,1,2026-01-11,3
1032,1,2026-01-11,5
1033,1,2026-01-11,2
1034,1,2026-01-11,5
1035,1,2026-01-11,6
1036,1,2026-01-11,6
1037,1,2026-01-11,5
1038,1,2026-01-11,4
1039,1,2026-01-11,8
1040,1,2026-01-11,6
1041,1,2026-01-11,2
1042,1,2026-01-11,3
1043,1,2026-01-11,6
1044,1,2026-01-11,3
1045,1,2026-01-11,7
1046,1,2026-01-11,7
1047,1,2026-01-11,4
1048,1,2026-01-11,3
1049,1,2026-01-11,5
1050,1,2026-01-11,5
1051,1,2026-01-11,4
1052,1,2026-01-11,5
1053,1,2026-01-11,7
1054,1,2026-01-11,8
1055,1,2026-01-11,2
1056,1,2026-01-11,8
1057,1,2026-01-11,5
1058,1,2026-01-11,6
1059,1,2026-01-11,4
1060,1,2026-01-11,8
1061,1,2026-01-11,6
1062,1,2026-01-11,8
1063,1,2026-01-11,5
1064,1,2026-01-11,6
1065,1,2026-01-11,3
1066,1,2026-01-11,2
1067,1,2026-01-12,7
1068,1,2026-01-12,4
